PropertyName,PropertySubName,LocationAdvantages,Link,PriceDetails,TopFacilities
Signature Global Solera,"1, 2, 3 BHK Apartment in Sector 107, Gurgaon","{'dwarka expressway': '5.2 km', 'chirag hospital': '5.9 km', ""colonel's central academy"": '6.8 km', 'gurgaon dreamz mall': '6.9 km', 'the northcap university': '10.4 km', 'f9 go karting gurgaon': '10.9 km', 'skyjumper trampoline park gurgaon': '12.4 km', 'trident hotel gurgaon': '15.5 km', 'fun n food village': '15.9 km', 'dlf golf and country club': '17.4 km', 'indira gandhi international airport': '21.8 km'}",https://www.99acres.com/signature-global-solera-sector-107-gurgaon-npxid-r84159,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '350 sq.ft.', 'price-range': '₹ 17 L'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '548 - 925 sq.ft.', 'price-range': '₹ 26.62 - 44.93 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '745 sq.ft.', 'price-range': '₹ 36.18 L'}}","['Jogging Track', '24/7 Power Backup', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area"", 'Lift(s)', 'Car Parking']"
M3M Woodshire,"2, 3, 4 BHK Apartment in Sector 107, Gurgaon","{'signum 107': '0.45 km', 'the shikshiyan school': '1.9 km', 'nora solomon medicenter': '2.9km', 'najafgarh jheel bird sanctuary': '3.6 km', 'skylark cricket academy': '3.8 km', 'indira gandhi international airport': '21.2km'}",https://www.99acres.com/m3m-woodshire-sector-107-gurgaon-npxid-r5746,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,366 - 1,536 sq.ft.', 'price-range': '₹ 76 - 85.46 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,943 - 2,361 sq.ft.', 'price-range': '₹ 1.61 - 1.76 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,746 sq.ft.', 'price-range': '₹ 1.69 Cr'}}","['Swimming Pool', 'School', 'ATM', 'Aerobics Centre', 'Restaurant', 'Skating Rink', 'Theatre', 'Wi-Fi Connectivity', 'Pool Table']"
MV Buildcon Precore City,"Land in Sohna, Gurgaon","{'kdm public school, sohna': '1.1 km', 'sohna road': '1.3 km', 'civil hospital': '1.7 km', 'sohna bus stand': '1.7 km', 'gd goenka university': '3.5 km', 'western peripheral expressway': '9.8 km', 'damdama lake': '11 km'}",https://www.99acres.com/mv-buildcon-precore-city-sohna-gurgaon-npxid-r24666,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,800 - 3,060 sq.ft.', 'price-range': '₹ 1.06 - 1.81 Cr'}}","['Multipurpose Court', '24/7 Power Backup', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area""]"
Lion Infra Green Valley,"Land in Sector-35 Sohna, Gurgaon","{'gd goenka world school': '1.4 km', 'gd goenka university, gurugram': '1.6 km', 'badshahpur sohna rd hwy, raghav vatika': '3 km', 'vardaan hospital & trauma centre': '3.6 km', 'discount department store': '4.7 km', 'indira gandhi intl airport': '35.8 km'}",https://www.99acres.com/lion-infra-green-valley-sector-35-sohna-gurgaon-npxid-r373089,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,341 - 1,521 sq.ft.', 'price-range': '₹ 1.14 - 1.29 Cr'}}","['Terrace Garden', 'Cricket Pitch', 'Amphitheatre', 'Badminton Court', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security']"
BPTP Mansions Park Prime,"4 BHK Apartment in Sector 66, Gurgaon","{'shiksha bharti public school': '2.4 km', 'vibgyor high school': '1.9 km', 'gyan bharti public school': '1.2 km', 'hub 66': '1.6 km', 'keshav pharmacy': '1.2 km', 'apollo pharmacy': '0.9 km', 'diamond public school': '1.1 km', 'mother land public school': '1.1 km', 'hdfc bank': '0.95 km', 'axis bank': '1.4 km', 'govind hospital': '2.8 km', 'kamal hospital': '3 km', 'creative tennis academy': '1.2 km', 'shanti tennis academy': '0.17 km', 'lotus sports academy': '1 km'}",https://www.99acres.com/bptp-mansions-park-prime-sector-66-gurgaon-npxid-r800,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,764 sq.ft.', 'price-range': '₹ 2.75 Cr'}}","['Swimming Pool', 'High Speed Elevators', 'Property Staff', 'Shopping Centre', 'Sun Deck', 'CCTV Camera Security', 'Jogging Track', '24x7 Security', 'Club House']"
Emaar MGF Palm Terraces,"4 BHK Apartment in Sector 66, Gurgaon","{'heritage school': '2 km', 'isbm college': '2 km', 'ektaa hospitals': '1.9 km', 'sector 55-56 metro station': '6.2 km', 'igi airport': '22.8 km'}",https://www.99acres.com/emaar-mgf-palm-terraces-sector-66-gurgaon-npxid-r816,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,100 sq.ft.', 'price-range': '₹ 2.8 Cr'}}","['Swimming Pool', 'Golf Course', 'School', 'Restaurant', 'Terrace Garden', 'Waiting Lounge', 'Jacuzzi', 'Squash Court', 'Property Staff']"
Optimal ultra luxury builder floors,"3, 4 BHK Independent Floor in South City 1, Gurgaon","{'huda city center': '0.5 km', 'nh8': '0.5 km'}",https://www.99acres.com/optimal-ultra-luxury-builder-floors-south-city-1-gurgaon-npxid-r411007,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,200 - 1,500 sq.ft.', 'price-range': '₹ 1.75 - 2.4 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '2,200 - 2,900 sq.ft.', 'price-range': '₹ 3 - 4.4 Cr'}}","['Visitors Parking', 'Piped Gas', 'Gated Community', 'Landscape Garden', 'Maintenance Staff']"
Salcon The Verandas,"4, 5, 6 BHK Apartment in Sector 54, Gurgaon","{'yes bank': '350 meters', 'axis bank': '300 meters', 'centrum plaza': '1.0 kms', 'shoppers stop': '1.5 kms', 'state bank of india': '650 meters', 'suncity market': '1.1 kms', 'sanar international hospital': '1.7 kms', 'govt. model sanskriti primary school': '1.0 kms', 'cyber \u200b\u200bpark': '650 meters', 'iilm school of management': '1.3 kms', 'shree deep petrol pump': '3.1 kms', 'gurugram city bus depot': '1.2 kms', 'starbucks': '130 meters', 'central plaza mall': '2.1 kms', 'khatu shyam mandir': '4.7 kms'}",https://www.99acres.com/salcon-the-verandas-sector-54-gurgaon-npxid-r26644,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,495 - 4,645 sq.ft.', 'price-range': '₹ 9.1 - 9.4 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,330 - 5,500 sq.ft.', 'price-range': '₹ 13 - 13.41 Cr'}, '6 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '6,068 - 6,425 sq.ft.', 'price-range': '₹ 15 - 15.88 Cr'}}","['Concierge Service', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Salon', 'Restaurant', 'Spa', 'Grocery Shop', 'Squash Court', 'Lawn Tennis Court']"
BPTP Park Generations,"3 BHK Apartment in Sector 37D, Gurgaon","{'suncity school': '0.75 km', 'dwarka expressway': '1.6 km', 'gurugram road': '1.3 km', 'sunrise university': '2.7 km', 'sethi hospital': '5.2 km', 'gurgaon dreamz mall': '6.2 km', 'gurgaon railway station': '7.8 km', 'infinity business park': '9.1 km', 'indira gandhi international airport': '25 km', 'nehru stadium': '6.2 km'}",https://www.99acres.com/bptp-park-generations-sector-37d-gurgaon-npxid-r1243,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,470 - 1,870 sq.ft.', 'price-range': '₹ 91.14 L - 1.16 Cr'}}","['Doctor on Call', 'Manicured Garden', 'Automated Car Wash', 'Clinic', 'Car wash area', 'Swimming Pool', 'Medical Centre', 'School', 'Volley Ball Court']"
Zara Aavaas,"1, 2, 3 BHK Apartment in Sector 104, Gurgaon","{'mps world school': '0.8 km', 'northern peripheral road': '3.3 km', 'tomar hospital': '3.5 km', 'huda mini golf course': '6.8 km', 'f9 go karting gurgaon': '6.9 km', ""oyster's water park"": '9.4 km', 'taj city centre hotel': '9.6 km', 'dpg institute of technology': '10.9 km', 'ardee mall': '11.4 km', 'indira gandhi international airport': '20.2 km'}",https://www.99acres.com/zara-aavaas-sector-104-gurgaon-npxid-r170643,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '301.28 sq.ft.', 'price-range': 'Price on Request'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '497.98 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '763 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Reading Lounge', 'Card Room', 'Sauna', 'Steam Room', 'Cafeteria', 'Billiards', 'Shopping Centre', 'Basketball Court']"
Yashika 104,"1, 2, 3 BHK Apartment in Sector 104, Gurgaon","{'dps sector 103': '0.75 km', 'cambridge montessori preschool': '2.6 km', 'shree balaji college': '1 km', 'sunrise university': '3.7 km', 'new water pond': '0.4 km', ""sun's spa"": '0.079 km', 'cool deck coffee': '1.6 km', 'gurgaon dreamz mall': '4.7 km', 'shivai hospital': '1.9 km', 'solitaire banquet hall': '3.2 km', 'huda park': '3.1 km', 'museum of folk and tribal art': '4.2 km', 'ajit stadium dhanwapur': '0.7 km', 'igi airport': '19.4 km'}",https://www.99acres.com/yashika-104-sector-104-gurgaon-npxid-r393813,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '583.61 sq.ft.', 'price-range': 'Price on Request'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '557.78 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '692.12 sq.ft.', 'price-range': 'Price on Request'}}","['Wi-Fi Connectivity', 'Library', 'Cricket Pitch', 'Multipurpose Court', 'Community Hall', 'Yoga/Meditation Area', 'Gated Community', 'Gymnasium', ""Children's Play Area""]"
Breez Global Heights 89,"2, 3 BHK Apartment in Sector 89, Gurgaon","{'sector 86 road': '0.55 km', 'dwarka expy': '3.2 km', 'euro international school': '3.3 km', 'garhi harsaru junction': '4.7 km', 'pushpanjali hospital': '12.6 km', 'omaxe celebration mall': '15.7 km', 'gurugram university': '16.4 km', 'huda metro station': '18.8 km', 'indira gandhi intl airport': '28.6 km'}",https://www.99acres.com/breez-global-heights-89-sector-89-gurgaon-npxid-r389823,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '524.75 sq.ft.', 'price-range': '₹ 30.06 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '645.3 sq.ft.', 'price-range': '₹ 38 L'}}","['Foosball', 'Flower Garden', 'Aerobics Centre', 'Card Room', 'Skating Rink', 'Pool Table', 'Fountain', 'Multipurpose Court', 'Power Back up Lift']"
Zara Rossa,"2, 3 BHK Apartment in Sector 112, Gurgaon","{""rion's hospital"": '2.3 km', 'nazafgarh - gurgaon road': '2.5 km', 'dwarka expy': '2.8 km', 'gems international school': '6.2 km', 'the northcap university': '6.5 km', 'dwarka sector 21 metro station': '9 km', 'pacific d21 mall': '9.1 km', 'indira gandhi intl airport': '16.7 km'}",https://www.99acres.com/zara-rossa-sector-112-gurgaon-npxid-r268975,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '705 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '773 sq.ft.', 'price-range': 'Price on Request'}}","['Multipurpose Court', 'Power Back up Lift', 'Community Hall', 'Basketball Court', 'Badminton Court', 'Rain Water Harvesting', '24x7 Security', 'Club House', '24/7 Power Backup']"
Alpha Corp GurgaonOne 84,"2, 3, 4 BHK Apartment in Sector 84, Gurgaon","{'cambridge pre-school': '0.55 km', 'euro int. school': '1.1 km', 'society park': '1.4 km', 'genesis hospital': '0.9 km', 'delhi public school': '0.65 km', 'hdfc bank': '2.7 km', 'raheja market': '1.7 km', 'sapphire mall': '2.1 km', 'inxt high street': '3 km', 'dishoom cinemas': '4.1 km'}",https://www.99acres.com/alpha-corp-gurgaonone-84-sector-84-gurgaon-npxid-r5096,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,270 sq.ft.', 'price-range': '₹ 84 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,963 sq.ft.', 'price-range': '₹ 1.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,434 sq.ft.', 'price-range': '₹ 2.25 Cr'}}","['Swimming Pool', 'Medical Centre', 'Flower Garden', 'Aerobics Centre', 'Squash Court', 'Gazebo', 'Property Staff', 'Billiards', 'Sun Deck']"
Krrish Florence Estate,"3 BHK Apartment in Sector 70, Gurgaon","{'the vivekananda school': '0.6 km', 'suraj pg degree college, sec -75': '2.4 km', 'dr naveen chawla general physician': '3.5 km', 'omaxe gurgaon mall': '3.7 km', 'park hospital': '4.8 km', 'nh248a': '6.9 km', 'indira gandhi intl airport': '25.8 km'}",https://www.99acres.com/krrish-florence-estate-sector-70-gurgaon-npxid-r37698,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,865 - 2,125 sq.ft.', 'price-range': '₹ 1.25 - 1.45 Cr'}}","['Infinity Pool', 'Swimming Pool', 'Laundry', 'School', 'Property Staff', 'Shopping Centre', 'Lawn Tennis Court', 'Video Door Security', 'Multipurpose Court']"
Tulip Purple,"4 BHK Apartment in Sector 69, Gurgaon","{'indus world school': '0.75 km', 'omaxe gurgaon mall': '4.2 km', 'park hospital': '6.1 km', 'gurugram university': '7.2 km', 'badshahpur sohna rd hwy, sector 68': '7.7 km', 'indira gandhi intl airport': '23.4 km', 'infinity business park': '9.4 km', 'gurgaon railway station': '12.8 km', 'sector 55-56 metro station': '9.2 km', 'park inn': '9.3 km', ""oyster's water park"": '11.6 km', 'nehru stadium': '8.6 km'}",https://www.99acres.com/tulip-purple-sector-69-gurgaon-npxid-r37138,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,400 sq.ft.', 'price-range': '₹ 1.9 Cr'}}","['Bus Shelter', 'Swimming Pool', 'Lawn Tennis Court', '24/7 Power Backup', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area""]"
Tulip Ivory,"4, 5 BHK Apartment, 6 BHK Villa in Sector 70, Gurgaon","{'indus world school': '0.26 km', 'reach 3 roads shopping mall': '0.75 km', 'sportscube center(sports complex)': '1.7 km', 'polaris hospital': '4.4 km', 'radisson hotel sohna road': '4.7 km', 'dpg institute of technology': '4.9 km', 'southern periphery road': '5.6 km', 'skyjumper trampoline park': '5.6 km', 'imt manesar': '16.9 km', 'indira gandhi international airport': '28.5 km'}",https://www.99acres.com/tulip-ivory-sector-70-gurgaon-npxid-r35152,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,400 sq.ft.', 'price-range': 'Price on Request'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,850 - 4,600 sq.ft.', 'price-range': 'Price on Request'}, '6 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '7,500 sq.ft.', 'price-range': 'Price on Request'}}","['Bus Shelter', 'Swimming Pool', 'Business Lounge', 'High Speed Elevators', 'Billiards', 'Fountain', 'Sun Deck', 'Lawn Tennis Court', 'Multipurpose Court']"
Shree Vardhman City,"Land in Sohna, Gurgaon","{'gd goenka world school': '0.6 km', 'old sohna dhani road': '0.75 km', 'k. r. mangalam university': '1 km', 'badshahpur sohna rd hwy': '2.7 km', 'vardaan hospital & trauma centre': '2.8 km', 'omaxe gurgaon mall': '17 km', 'indira gandhi intl airport': '36.6 km'}",https://www.99acres.com/shree-vardhman-city-sohna-gurgaon-npxid-r27370,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,125 - 1,305 sq.ft.', 'price-range': '₹ 1.13 - 1.31 Cr'}}","['Swimming Pool', 'Vastu Compliant', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup', 'Gymnasium', ""Children's Play Area"", 'Lift(s)', 'Car Parking']"
Signature Global Prime,"2 BHK Apartment in Sector 63A, Gurgaon","{'paras trinity mall': '1.7 km', 'swastik hospital': '2 km', 'sector 55-56 metro station': '4.4 km', 'pragyanam school': '4.5 km', 'golf course ext rd': '5.1 km', 'duke horse riding club': '5.5 km', 'surajgarh gurgaon': '5.9 km', 'kiit college of engineering': '9.7 km', 'bhondsi nature park': '10.1 km', 'golden greens golf & resorts': '13.4 km', 'f9 go karting gurgaon': '14.3 km', 'hyatt regency gurgaon': '18 km', 'indira gandhi international airport': '22.6 km'}",https://www.99acres.com/signature-global-prime-sector-63a-gurgaon-npxid-r344079,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '573.54 - 590.66 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Volley Ball Court', 'Water Softener Plant', 'Creche/Day care', 'Gazebo', 'Fountain', 'Sun Deck', 'Lawn Tennis Court', 'Power Back up Lift']"
Antriksh Heights,"2, 3, 4 BHK Apartment in Sector 84, Gurgaon","{'society park': '2 mins', 'matrikiran high school': '11 mins', 'old bengali market': '4 mins'}",https://www.99acres.com/antriksh-heights-sector-84-gurgaon-npxid-r2190,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,125 - 1,450 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,550 - 2,025 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,095 - 2,595 sq.ft.', 'price-range': 'Price on Request'}}","['Food Court', 'Swimming Pool', 'School', 'Sauna', 'Spa', 'Grocery Shop', 'Squash Court', 'Fountain', 'Lawn Tennis Court']"
BPTP Pedestal,"2, 3, 4 BHK Apartment in Sector 70A, Gurgaon","{""st. angel's global"": '200m', 'ninex mall': '0.7 km', 'oriental bank of commerce': '0.8 km', 'hdfc bank atm': '1.3 km', 'kunskapsskolan international': '1.4 km', 'de adventure park': '2.8 km', 'shaheed bhagat singh chowk': '3.4 km', 'sohna rd': '3.4 km', 'ektaa hospitals': '4.1 km', 'airia mall': '4.3 km', 'iskcon': '4.7 km', 'meditree market': '5.2 km', 'omaxe gurgaon mall': '5.3 km', 'urusvati museum of folklore': '5.4 km', 'leopard hills': '6.3 km'}",https://www.99acres.com/bptp-pedestal-sector-70a-gurgaon-npxid-r25372,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '628 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '946 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,246 sq.ft.', 'price-range': 'Price on Request'}}","['Manicured Garden', 'Swimming Pool', 'Business Lounge', 'Golf Course', 'Restaurant', 'Spa', 'Squash Court', 'Theatre', 'Billiards']"
Vatika Express City,"2, 3 BHK Apartment, Land in Sector 88A, Gurgaon","{'nh 352w': '4.9 km', 'euro international school': '6.4 km', 'the esplanade mall': '8.3 km', 'sgt university': '8.5 km', 'shri balaji’s multispeciality hospital': '8.6 km', 'indira gandhi intl airport': '32.6 km'}",https://www.99acres.com/vatika-express-city-sector-88a-gurgaon-npxid-r37160,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,350 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,550 sq.ft.', 'price-range': 'Price on Request'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,179 - 9,000 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'ATM', 'Cafeteria', 'Library', 'Community Hall', 'Vastu Compliant', 'Badminton Court', 'Sewage Treatment Plant', 'Club House']"
Pegasus Atulyam 83,"Land in Sector 83, Gurgaon","{'gurgaon - delhi expy': '1.9 km', 'sector 86 road': '2.1 km', 'genesis hospital': '2.5 km', 'euro international school': '2.7 km', 'sapphire 83 mall': '4.2 km', 'dwarka expy': '4.8 km', 'basai dhankot railway station': '9.1 km', 'gurugram university': '12.5 km', 'huda metro station': '14.8 km', 'indira gandhi intl airport': '24.7 km'}",https://www.99acres.com/pegasus-atulyam-83-sector-83-gurgaon-npxid-r403827,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,350 - 1,620 sq.ft.', 'price-range': 'Price on Request'}}","['Badminton Court', '24x7 Security', ""Children's Play Area""]"
