PropertyName,PropertySubName,LocationAdvantages,Link,PriceDetails,TopFacilities
Landmark The Homes 81,"1, 2, 3 BHK Apartment in Sector 81, Gurgaon","{""st. xavier's high school"": '1.6 km', 'genesis hospital': '3.4 km', 'vatika town square-inxt': '3.9 km', 'dwarka expressway': '5.7 km', 'patli railway station': '12.2 km', 'dpg degree college': '12.6 km', 'huda metro station (gurugram)': '20.4 km', 'indira gandhi international airport': '30.3 km'}",https://www.99acres.com/landmark-the-homes-81-sector-81-gurgaon-npxid-r379705,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '348.04 - 398.86 sq.ft.', 'price-range': 'Price on Request'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '559.82 - 566.61 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '644.86 - 645.26 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Visitors Parking', 'High Speed Elevators', 'Creche/Day care', 'Grocery Shop', 'Shopping Centre', 'Sun Deck', 'Lawn Tennis Court', 'Earthquake Resistant']"
ROF Normanton Park,"Land in Sohna, Gurgaon","{'sohna road': '0.1 km', 'ascendas onehub gurgaon business park': '2.2 km', 'k.r. mangalam university': '4.7 km', 'gd goenka high school': '5.3 km', 'country inn & suites by radisson': '5.9 km', 'sohna bus stand': '7.6 km', 'vardaan hospital': '7.6 km', 'damdama lake': '8.8 km', 'airia mall': '8.9 km'}",https://www.99acres.com/rof-normanton-park-sohna-gurgaon-npxid-r386250,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,152 - 1,593 sq.ft.', 'price-range': '₹ 1.25 - 1.73 Cr'}}","['Reading Lounge', 'Reflexology Park', 'Wi-Fi Connectivity', 'Gated Community', 'Senior Citizen Sitout']"
Corona Greens,"Land in Sohna, Gurgaon","{'badshahpur sohna rd hwy, rajoria ngr': '2.6 km', 'vardaan hospital & trauma centre': '2.9 km', 'gd goenka university, gurugram': '4.7 km', 'gd goenka world school': '5.4 km', 'global city centre mall': '6.8 km', 'indira gandhi intl airport': '40.9 km'}",https://www.99acres.com/corona-greens-sohna-gurgaon-npxid-r348231,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '784.68 - 1,606.34 sq.ft.', 'price-range': '₹ 55.07 L - 1.13 Cr'}}","['Pergola', 'Skating Rink', 'Gazebo', 'Multipurpose Court', 'Party Lawn', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'Jogging Track', 'Gymnasium']"
Umang Winter Hills,"2, 3 BHK Apartment in Sector 77, Gurgaon","{'jhankar senior secondary school': '1.2 km', 'delhi jaipur expressway': '2.5 km', 'miracles apollo hospital': '4.5 km', 'hyatt regency gurgaon': '5.2 km', 'entertainland mall': '5.5 km', 'aravalli hills': '6.5 km', 'eros corporate park': '6.6 km', 'singhania university, manesar': '9.5 km', 'garhi harsaru junction': '10.5 km', 'indira gandhi international airport': '31.5 km'}",https://www.99acres.com/umang-winter-hills-sector-77-gurgaon-npxid-r1614,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,250 - 1,342 sq.ft.', 'price-range': '₹ 73 - 78.37 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,500 - 2,077 sq.ft.', 'price-range': '₹ 86 L - 1.19 Cr'}}","['Swimming Pool', 'Laundry', 'Volley Ball Court', 'ATM', 'Visitors Parking', 'Restaurant', 'Creche/Day care', 'Skating Rink', 'Grocery Shop']"
Puri Diplomatic Greens,"3, 4 BHK Apartment, 5 BHK Villa in Sector 111, Gurgaon","{'dwarka expressway': '0.3 km', 'metro hospital, palam vihar': '1.5 km', 'delhi': '2 km', 'red roses public school': '3.5 km', 'the northcap university': '4.5 km', 'gurgaon dreamz mall': '7 km', 'delhi jaipur highway': '8 km', 'the oberoi, gurgaon': '9 km', 'dwarka sector 21 metro station': '10 km', 'indira gandhi international airport': '15 km'}",https://www.99acres.com/puri-diplomatic-greens-sector-111-gurgaon-npxid-r1350,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,700 - 2,215 sq.ft.', 'price-range': '₹ 2.59 - 2.85 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,950 - 4,500 sq.ft.', 'price-range': '₹ 3.39 - 5.19 Cr'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '7,000 sq.ft.', 'price-range': '₹ 8.98 - 8.99 Cr'}}","['Air Hockey', 'Foosball', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Terrace Garden', 'Pergola', 'Waiting Lounge', 'Pool Table', 'Billiards']"
Silverglades Hightown Residences,"3, 4 BHK Apartment in Sushant Lok Phase 1, Gurgaon","{'iffco chowk metro station': '1.3 km', 'galleria market': '1.4 km', 'kingdom of dreams': '1.7 km', 'fortis memorial research institute': '2.3 km', 'appu ghar water park': '2.8 km', 'the westin hotel': '3.1 km', 'shiv nadar school': '4.3 km', 'mehrauli-gurgaon rd': '4.4 km', 'dlf golf and country club': '4.5 km', 'gurugram university': '7.8 km', 'pvr drive in theatre': '10.6 km', 'duke horse riding club': '11.2 km', 'surajgarh gurgaon': '12.5 km', 'indira gandhi international airport': '16.1 km'}",https://www.99acres.com/silverglades-hightown-residences-sushant-lok-phase-1-gurgaon-npxid-r370204,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,195 - 1,447 sq.ft.', 'price-range': '₹ 5.2 - 6.3 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,980 sq.ft.', 'price-range': '₹ 7.99 Cr'}}","['Mini Theatre', 'Car wash area', 'Swimming Pool', 'Theater Home', 'Lounge', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Medical Centre', 'Flower Garden']"
Pioneer Park,"2, 3, 4 BHK Apartment in Sector 61, Gurgaon","{'hong kong bazaar': '1.6 km', 'w pratiksha hospital': '1.9 km', 'aipl business club': '2.2 km', 'golf course ext rd': '2.8 km', 'sector 55-56 rapid metro': '3 km', 'pvr drive in theatre': '3.4 km', 'gurugram university': '4.5 km', 'duke horse riding club': '5.2 km', 'surajgarh gurgaon': '5.6 km', 'pathways school gurgaon': '6.9 km', 'radisson hotel gurugram': '7.6 km', 'skyjumper trampoline park': '8.2 km', 'dlf golf and country club': '10.3 km', 'indira gandhi international airport': '20.4 km'}",https://www.99acres.com/pioneer-park-sector-61-gurgaon-npxid-r45994,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,200 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,580 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,250 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Piped Gas', 'Water Softener Plant', 'Earthquake Resistant', 'Entrance Lobby', 'Jogging Track', 'Club House', '24/7 Power Backup', 'Gymnasium']"
Anant Raj Ashok Estate,"Land in Sector 63A, Gurgaon","{'paras trinity mall': '2.3 km', 'heritage xperiential learning school': '3 km', 'w pratiksha hospital': '3.6 km', 'sector 55-56 metro station': '3.7 km', 'bm college of technology & mgmt': '9.6 km', 'nh 248a': '11.4 km', 'indira gandhi intl airport': '23.1 km'}",https://www.99acres.com/anant-raj-ashok-estate-sector-63a-gurgaon-npxid-r396054,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,620 sq.ft.', 'price-range': '₹ 3.8 Cr'}}",['Gated Community']
Paras Dews,"2, 3, 4 BHK Apartment in Sector 106, Gurgaon","{'neosquare shopping mall': '1.3 km', 'glorious world school': '1.9 km', 'chirag hospital': '2.4 km', 'hamoni golf camp': '8.5 km', 'country inn & suites by radisson': '7.9 km', 'skyjumper trampoline park': '10.6 km', 'dpg institute of technology': '11.8 km', 'mg road metro station': '11.4 km', 'indira gandhi international airport': '19.4 km', 'gurgaon': '2.9 km', 'dwarka expressway': '1.7 km'}",https://www.99acres.com/paras-dews-sector-106-gurgaon-npxid-r28300,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,385 sq.ft.', 'price-range': '₹ 1.09 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,665 - 1,900 sq.ft.', 'price-range': '₹ 1.32 - 1.51 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,355 - 4,150 sq.ft.', 'price-range': '₹ 1.87 - 3.31 Cr'}}","['Swimming Pool', 'Lounge', 'Reflexology Park', 'School', 'Aerobics Centre', 'Card Room', 'Sauna', 'Jacuzzi', 'Spa']"
Ireo The Corridors,"2, 3, 4 BHK Apartment in Sector 67A, Gurgaon","{'lovely public school': '2.9 km', 'southern peripheral road': '3.7 km', 'paras trinity mall': '3.7 km', 'kiit college of engineering': '4.1 km', 'pvr drive in theatre': '5.6 km', 'de adventure park': '6 km', 'lemon tree hotel, sohna road': '6.6 km', 'aipl business centre': '9.8 km', 'huda metro station (gurugram)': '9.9 km', 'teri golf course': '12.7 km', 'indira gandhi international airport': '24.8 km', 'radisson hotel': '5.8 km'}",https://www.99acres.com/ireo-the-corridors-sector-67a-gurgaon-npxid-r6670,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,296 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,727 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,740 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Medical Centre', 'Reading Lounge', 'School', 'Solar Lighting', 'Aerobics Centre', 'Card Room']"
Assotech Blith,"2, 3, 4 BHK Apartment, 5 BHK Villa in Sector 99, Gurgaon","{'signature advanced hospital': '2.2 km', 'gurugram global heights school': '3.8 km', 'dwarka expressway': '4 km', 'ramgarh farms & resort': '7 km', 'ion digital zone, gurgaon': '8.2 km', 'dpg institute of technology': '8.3 km', 'holiday inn gurugram sector 90': '9 km', 'skyjumper trampoline park': '10.1 km', 'huda metro station (gurugram)': '13.7 km', 'imt manesar': '14.4 km', 'indira gandhi international airport': '26.5 km'}",https://www.99acres.com/assotech-blith-sector-99-gurgaon-npxid-r3090,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,365 sq.ft.', 'price-range': '₹ 75.01 L - 1.09 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,685 - 2,400 sq.ft.', 'price-range': '₹ 92.73 L - 1.91 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,835 sq.ft.', 'price-range': '₹ 1.56 - 2.3 Cr'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '5,595 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Lounge', 'Medical Centre', 'Conference room', 'Salon', 'Card Room', 'Visitors Parking', 'Restaurant', 'Terrace Garden']"
Bestech Park View Sanskruti,"3, 4 BHK Apartment in Sector 92, Gurgaon","{'sapphire 93 mall': '1.2 km', 'holiday inn sector 90': '2 km', 'aarvy healthcare hospital': '3.6 km', 'rps international school sector 89': '3.7 km', 'national tennis academy sector 98': '5.3 km', 'dwarka expressway': '5.8 km', 'nh-8, imt manesar': '6.4 km', 'dpg institute of technology': '15.4 km', 'de adventure park': '16.6 km', 'western peripheral expressway': '18.2 km', 'indira gandhi international airport': '34.2 km'}",https://www.99acres.com/bestech-park-view-sanskruti-sector-92-gurgaon-npxid-r4600,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,920 - 2,120 sq.ft.', 'price-range': '₹ 1.36 - 1.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,325 - 2,475 sq.ft.', 'price-range': '₹ 1.61 - 1.71 Cr'}}","['Valet Parking', 'Swimming Pool', 'Reading Lounge', 'School', 'Card Room', 'Restaurant', 'Sauna', 'Steam Room', 'Grocery Shop']"
Signature Global the Millennia,"1, 2 BHK Apartment in Sector 37D, Gurgaon","{'signature tower': '12 km', 'jharsha chowk': '9 km', 'hero honda chowk': '5 km', 'rajiv chowk': '8 km', 'umang bhawaj chawk': '2 km', 'imt manesar': '13 km', 'nh 8': '5 km', 'delhi': '10 km', 'dwarka expressway': '2.5 km', 'gurgaon railway station': '9.3 km', 'basai dhancourt railway station': '2 km', 'aiims jhajjar': '15 km', 'vedic hospital': '3.2 km', 'balaji hospital': '6.4 km', 'sgt medical college': '11.1 km'}",https://www.99acres.com/signature-global-the-millennia-sector-37d-gurgaon-npxid-r275989,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '496.9 sq.ft.', 'price-range': 'Price on Request'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '519.22 - 644.51 sq.ft.', 'price-range': 'Price on Request'}}","['Skating Rink', 'Grocery Shop', 'Gazebo', 'Fountain', 'Shopping Centre', 'Cricket Pitch', 'Multipurpose Court', 'Amphitheatre', 'Earthquake Resistant']"
Orchid Island,"2, 3, 4, 5 BHK Independent Floor in Sector 51, Gurgaon","{'artemis hospital': '1.1km', 'garima public school': '1.6km', 'gurugram university': '2.6km', 'tigra market': '2.8km', 'imperfecto patio': '2.8km', 'iskcon temple': '3.5km', 'apj abdul kalam park': '3.9km', 'rapid metro sector 55-56': '4.9km', 'igi airport': '21.8km'}",https://www.99acres.com/orchid-island-sector-51-gurgaon-npxid-r8010,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '952 - 975 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,985 sq.ft.', 'price-range': '₹ 1.82 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '2,122 - 2,726 sq.ft.', 'price-range': '₹ 1.9 - 2.55 Cr'}, '5 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '4,115.5 sq.ft.', 'price-range': 'Price on Request'}}","['Property Staff', 'Fountain', 'Power Back up Lift', 'Badminton Court', '24x7 Security', 'Club House', '24/7 Power Backup', 'Gated Community', '24/7 Water Supply']"
Ramprastha The Edge Towers,"2, 3, 4 BHK Apartment in Sector 37D, Gurgaon","{'ramprastha police post': '550 meters', 'taxila cricket ground': '2.2 kms', 'mds public school': '5.8 kms', 'st pauls school': '8.5 kms', 'bharat singh fuel company': '2.5 kms', 'basai enclave park': '3.0 kms', 'edge towers tennis court': '400 meters', 'sgt uhtc basai': '3.4 kms', 'canara bank': '5.4 kms', 'suncity school': '2.3 kms', 'hanuman & shani mandir': '3.7 kms', 'k.d. hospital': '3.2 kms', 'kfg sports club': '5.2 kms', 'indusind bank atm': '6.9 kms', 'state bank of india': '6.8 kms'}",https://www.99acres.com/ramprastha-the-edge-towers-sector-37d-gurgaon-npxid-r159,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,310 sq.ft.', 'price-range': '₹ 75 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,770 sq.ft.', 'price-range': '₹ 92 L'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,390 sq.ft.', 'price-range': '₹ 1.2 Cr'}}","['Temple', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'School', 'Restaurant', 'Sauna', 'Piped Gas', 'Spa', 'Squash Court']"
Pyramid Spring Valley,"Land in Sohna, Gurgaon","{'sohna road': '0.1 km', 'gd goenka high school': '1.3 km', 'vardaan hospital': '3.7 km', 'sohna bus stand': '3.7 km', 'k.r. mangalam university': '4.4 km', 'country inn & suites by radisson': '9.1 km', 'damdama lake': '10.5 km', 'western peripheral expressway': '11.8 km', 'airia mall': '12 km', 'indira gandhi international airport': '35.8 km'}",https://www.99acres.com/pyramid-spring-valley-sohna-gurgaon-npxid-r338595,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '936 sq.ft.', 'price-range': 'Price on Request'}}","['Basketball Court', 'Badminton Court', 'Yoga/Meditation Area', 'Jogging Track', 'Rain Water Harvesting', '24/7 Power Backup', 'Landscape Garden', ""Children's Play Area"", 'Lift(s)']"
Bestech Park View Ananda,"2, 3 BHK Apartment, 5 BHK Villa in Sector 81, Gurgaon","{'miracles apollo cradle /spectra hospital': '0.8 km', ""st. xavier's high school"": '1.9 km', 'sapphire 83 mall': '2.1 km', 'heritage village resort & spa': '3.6 km', 'dwarka expressway': '6.3 km', 'metro station kankrola sec 87': '6.8 km', 'imt manesar': '7.7 km', 'national tennis academy': '10.4 km', 'skyjumper trampoline park': '13.1 km', 'indira gandhi international airport': '29.6 km'}",https://www.99acres.com/bestech-park-view-ananda-sector-81-gurgaon-npxid-r6464,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,360 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,645 - 1,810 sq.ft.', 'price-range': 'Price on Request'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '5,480 - 5,840 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Visitors Parking', 'Restaurant', 'Terrace Garden', 'Piped Gas', 'Water Softener Plant', 'Skating Rink', 'Squash Court', 'Gazebo']"
Mapsko Casa Bella,"3, 4 BHK Apartment in Sector 82, Gurgaon","{'vatika city centre mall': '2.9 km', 'aarvy healthcare': '4 km', 'holiday inn gurugram': '4.4 km', 'broadways international school': '4.8 km', 'imt manesar': '10 km', 'dpg institute of technology': '10.5 km', 'pataudi road': '11 km', 'sultanpur national park': '12.9 km', 'huda mini golf course': '13.5 km', 'skyjumper trampoline park': '14.2 km', 'indira gandhi international airport': '28.2 km'}",https://www.99acres.com/mapsko-casa-bella-sector-82-gurgaon-npxid-r158,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,430 - 1,960 sq.ft.', 'price-range': '₹ 82 L - 1.12 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,535 - 4,890 sq.ft.', 'price-range': '₹ 1.6 - 3.09 Cr'}}","['Swimming Pool', 'Pergola', 'Sauna', 'Spa', 'Grocery Shop', 'Squash Court', 'Gazebo', 'Fountain', 'Shopping Centre']"
Mahindra Aura,"2, 3, 4 BHK Apartment in Sector 110 A, Gurgaon","{'dwarka expy, block d, new palam vihar': '2 km', 'park hospital, palam vihar': '2.2 km', 'red roses public school': '2.4 km', 'global foyer mall,  palam vihar': '3.3 km', 'the northcap university': '4 km', 'indira gandhi intl airport': '16.9 km'}",https://www.99acres.com/mahindra-aura-sector-110-a-gurgaon-npxid-r722,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '990 - 1,198 sq.ft.', 'price-range': '₹ 80 L - 1 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,150 - 2,042 sq.ft.', 'price-range': '₹ 1 - 1.78 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,300 - 2,428 sq.ft.', 'price-range': '₹ 1.7 - 1.9 Cr'}}","['Swimming Pool', 'Golf Course', 'Pergola', 'Skating Rink', 'Fountain', 'Cricket Pitch', 'Sun Deck', 'Multipurpose Court', 'Amphitheatre']"
Godrej Air,"1, 2, 3, 4 BHK Apartment in Sector 85, Gurgaon","{'sector 86 road': '3 km', 'dwarka expy': '3.4 km', 'euro international school': '3.8 km', 'sapphire 83 mall': '4.4 km', 'garhi harsaru junction': '5.5 km', 'shri balaji’s multispeciality hospital': '10.2 km', 'sushant university': '19.8 km', 'indira gandhi intl airport': '29.2 km'}",https://www.99acres.com/godrej-air-sector-85-gurgaon-npxid-r320141,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '661.44 sq.ft.', 'price-range': 'Price on Request'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '990.28 - 1,390.16 sq.ft.', 'price-range': '₹ 1.22 - 1.71 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,291.67 - 2,129 sq.ft.', 'price-range': '₹ 2.34 - 3.85 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,840.63 - 2,599 sq.ft.', 'price-range': '₹ 1.91 - 2.69 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Flower Garden', 'School', 'Terrace Garden', 'Pergola', 'Creche/Day care', 'Skating Rink', 'Grocery Shop']"
Conscient Habitat,"2, 3 BHK Apartment in Sector 99A, Gurgaon","{'dwarka expressway': 'in close proximity', 'nh8': 'in close proximity'}",https://www.99acres.com/conscient-habitat-sector-99a-gurgaon-npxid-r376695,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '445.53 - 551.91 sq.ft.', 'price-range': '₹ 26.06 - 32.25 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '645.84 sq.ft.', 'price-range': '₹ 37.41 L'}}","['Creche/Day care', 'Shopping Centre', 'Earthquake Resistant', 'Community Hall', 'Gated Community', 'Landscape Garden', ""Children's Play Area"", 'Lift(s)', 'Car Parking']"
Conscient Heritage Max,"3, 4 BHK Apartment in Sector 102, Gurgaon","{'gurugram road': '0.22 km', 'ocus medley mall': '0.7 km', 'dwarka expy': '1.3 km', 'basai dhankot railway station': '1.6 km', 'prime scholars international school': '2.9 km', 'the signature advanced super speciality': '3.3 km', 'the esplanade mall': '4.4 km', 'nehru stadium': '6.6 km', 'dpg degree college': '7.6 km', 'skyjumper trampoline park gurgaon': '11.3 km', 'holiday inn gurugram sector 90': '11.9 km', 'hamoni golf camp': '13.1 km', 'huda metro station': '13.9 km', 'altrade business centre': '15.9 km', 'indira gandhi intl airport': '25.3 km'}",https://www.99acres.com/conscient-heritage-max-sector-102-gurgaon-npxid-r4050,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,942 - 2,149 sq.ft.', 'price-range': '₹ 1.7 - 2 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,554 - 2,860 sq.ft.', 'price-range': '₹ 2.35 - 2.74 Cr'}}","['Swimming Pool', 'Football', 'Volley Ball Court', 'Card Room', 'Terrace Garden', 'Grocery Shop', 'Squash Court', 'Pool Table', 'Cafeteria']"
Vipul Belmonte,"3, 4, 5 BHK Apartment in Sector 53, Gurgaon","{'sanar international hospital': '0.5 km', 'central plaza mall': '0.5 km', 'sector 53/54 metro station': '0.7 km', 'golf course road': '1.3 km', 'lancers international school': '1.9 km', 'iilm university, gurugram': '3.7 km', 'dlf golf and country club': '4.1 km', 'doubletree by hilton hotel': '4.3 km', ""oyster's water park"": '5.8 km', 'vatika business centre': '10 km', 'indira gandhi international airport': '15.5 km'}",https://www.99acres.com/vipul-belmonte-sector-53-gurgaon-npxid-r12228,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,450 sq.ft.', 'price-range': '₹ 4.81 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,110 sq.ft.', 'price-range': '₹ 6.1 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,925 sq.ft.', 'price-range': '₹ 7.7 Cr'}}","['Swimming Pool', 'ATM', 'Water Softener Plant', 'Grocery Shop', 'Wi-Fi Connectivity', 'Pool Table', 'Property Staff', 'Cafeteria', 'Billiards']"
Unitech The Residences,"1, 2, 3, 4 BHK Apartment in Sector 33, Gurgaon","{'yaduvanshi shiksha niketan': '0.55 km', 'sohna road': '1.2 km', 'skyjumper trampoline park': '1.8 km', 'raheja mall': '2 km', 'orchid business park': '2 km', 'delhi gurgaon expressway': '3.2 km', 'medanta the medicity': '3.4 km', 'tau devilal sports complex': '4 km', 'huda metro station': '6.6 km', 'appu ghar': '7.5 km', 'sushant university': '9.9 km', 'the westin gurgaon': '10.6 km', 'indira gandhi international airport': '19.6 km'}",https://www.99acres.com/unitech-the-residences-sector-33-gurgaon-npxid-r508,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '825 sq.ft.', 'price-range': '₹ 70 L'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,060 - 1,125 sq.ft.', 'price-range': '₹ 1 - 1.06 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,505 - 1,545 sq.ft.', 'price-range': '₹ 1.3 - 1.33 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,850 - 1,870 sq.ft.', 'price-range': 'Price on Request'}}","['Manicured Garden', 'Swimming Pool', 'School', 'Shopping Centre', 'Lawn Tennis Court', 'Badminton Court', 'Jogging Track', 'Club House', '24/7 Power Backup']"
ILD Grand,"2, 3 BHK Apartment in Sector 37C, Gurgaon","{'k.d. hospital': '0.55 km', 'green field public school': '0.75 km', 'the esplanade mall': '1.4 km', 'dwarka expy, sector 88': '2.5 km', 'sgt university': '11.3 km', 'indira gandhi intl airport': '25.9 km'}",https://www.99acres.com/ild-grand-sector-37c-gurgaon-npxid-r2362,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,310 sq.ft.', 'price-range': '₹ 91.48 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,280 - 1,820 sq.ft.', 'price-range': '₹ 89.38 L - 1.27 Cr'}}","['Manicured Garden', 'Swimming Pool', 'School', 'Salon', 'Spa', 'Grocery Shop', 'Billiards', 'Lawn Tennis Court', 'Basketball Court']"
Signature Global Solera 2,"1, 2 BHK Apartment in Sector 107, Gurgaon","{'dwarka expressway': '2 minutes', 'igi airport': '10 minutes', 'delhi': '5 minutes'}",https://www.99acres.com/signature-global-solera-2-sector-107-gurgaon-npxid-r276621,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '338.64 sq.ft.', 'price-range': '₹ 16.56 L'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '514.4 - 577.95 sq.ft.', 'price-range': '₹ 25.19 - 28.32 L'}}","['Pergola', 'Creche/Day care', 'Amphitheatre', 'Community Hall', 'Badminton Court', 'Jogging Track', '24x7 Security', 'Club House', '24/7 Power Backup']"
