society,price,price_persqft,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,sector,area,type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,ratio
dlf express greens,1.2,6505.0,3.0,4.0,2,"servant room,others",5.0,East,Relatively New,sector 1,1844.735,flat,1845.0,,,0,1,0,0,1,2,43,615.0
imperia the esfera,0.7,4879.0,2.0,3.0,3+,"study room,others",12.0,North,Under Construction,sector 37c,1434.72,flat,1435.0,,,1,0,0,0,1,2,58,717.0
aditya apartment,1.0,4033.0,3.0,4.0,0,not avilable,3.0,,New Property,sector 1,2479.544,flat,,,,0,0,0,0,0,2,0,827.0
paras dews,1.4,6000.0,3.0,4.0,3+,"servant room,study room,others",12.0,,Under Construction,sector 106,2333.333,flat,1760.0,,,1,1,0,0,1,2,55,778.0
sare crescent parc,0.65,4596.0,3.0,3.0,3,not avilable,3.0,,Moderately Old,sector 92,1414.273,flat,,,1414.0,0,0,0,0,0,2,44,471.0
ansal heights 86,0.87,5367.0,2.0,2.0,1,others,12.0,North-East,New Property,sector 86,1621.017,flat,1360.0,,,0,0,0,0,1,0,45,811.0
lig flat,1.5,5556.0,1.0,1.0,0,not avilable,0.0,,Undefined,sector 40,2700.0,flat,,,,0,0,0,0,0,2,0,2700.0
apna enclave,0.55,5789.0,2.0,2.0,2,not avilable,2.0,North-East,Old Property,sector 3,950.078,flat,950.0,,744.0,0,0,0,0,0,2,66,475.0
raheja vedaanta,1.25,5681.0,3.0,2.0,0,not avilable,0.0,,Relatively New,sector 108,2200.317,flat,2200.0,,,0,0,0,0,0,0,65,733.0
shri balaji apartment,0.35,4037.0,2.0,2.0,1,not avilable,1.0,North,Moderately Old,sector 12,866.98,flat,867.0,,650.0,0,0,0,0,0,2,23,433.0
krrish florence estate,1.3,5600.0,3.0,3.0,3,not avilable,17.0,,Under Construction,sector 70,2321.429,flat,,,,0,0,0,0,0,0,61,774.0
ansal housing highland park,2.0,7490.0,4.0,5.0,3+,servant room,14.0,,New Property,sector 103,2670.227,flat,2670.0,,,0,1,0,0,0,2,45,668.0
dlf express greens,1.5,6358.0,4.0,5.0,3+,servant room,10.0,East,New Property,sector 1,2359.232,flat,2359.0,,,0,1,0,0,0,2,32,590.0
pareena mi casa,1.9,9227.0,3.0,3.0,3+,servant room,1.0,,Under Construction,sector 68,2059.174,flat,,,2059.0,0,1,0,0,0,2,49,686.0
ramsons kshitij,0.22,6470.0,1.0,1.0,1,not avilable,2.0,,New Property,sector 95,340.031,flat,340.0,,,0,0,0,0,0,2,0,340.0
ansals duplex flat,0.95,7307.0,2.0,3.0,2,study room,1.0,North-East,Old Property,sector 2,1300.123,flat,,,1300.0,1,0,0,0,0,0,20,650.0
green court,0.4,6389.0,2.0,2.0,1,not avilable,8.0,South,New Property,sector 90,626.076,flat,626.0,,526.0,0,0,0,0,0,2,20,313.0
hcbs sports ville,0.32,6165.0,2.0,2.0,2,not avilable,2.0,,New Property,sohna road,519.059,flat,,,519.0,0,0,0,0,0,2,37,260.0
smriti apartment,0.45,7500.0,1.0,1.0,2,not avilable,3.0,,Old Property,sector 56,600.0,flat,600.0,,,0,0,0,0,0,2,57,600.0
pareena mi casa,1.85,9310.0,3.0,3.0,3+,not avilable,13.0,,Under Construction,sector 68,1987.111,flat,1987.0,,,0,0,0,0,0,2,47,662.0
sidhartha ncr greens,0.96,6201.0,3.0,3.0,3,"store room,pooja room",8.0,,New Property,sector 95,1548.137,flat,,,1548.0,0,0,1,1,0,2,8,516.0
ansals api esencia,2.4,8000.0,4.0,4.0,3+,not avilable,1.0,East,New Property,golf course ext road,3000.0,flat,,,2198.0,0,0,0,0,0,0,91,750.0
supertech araville,0.8,6178.0,2.0,2.0,3+,others,9.0,,New Property,sector 79,1294.917,flat,1295.0,,,0,0,0,0,1,2,24,647.0
godrej summit,1.2,8298.0,3.0,2.0,3+,"study room,pooja room",16.0,,Relatively New,sector 104,1446.132,flat,,,1446.0,1,0,0,1,0,0,142,482.0
sare crescent parc,0.5,5000.0,2.0,2.0,2,others,2.0,,Relatively New,sector 92,1000.0,flat,1000.0,,,0,0,0,0,1,2,72,500.0
sare crescent parc,0.92,4854.0,4.0,5.0,3+,not avilable,14.0,North-East,Moderately Old,sector 92,1895.344,flat,,,1600.0,0,0,0,0,0,0,131,474.0
green court,0.5,8333.0,2.0,2.0,1,not avilable,8.0,,New Property,sector 90,600.024,flat,700.0,,600.0,0,0,0,0,0,2,42,300.0
supertech araville,0.78,6023.0,2.0,2.0,3+,not avilable,17.0,,Relatively New,sector 79,1295.036,flat,1295.0,,,0,0,0,0,0,2,24,648.0
signature global synera,0.5,7886.0,2.0,2.0,1,not avilable,11.0,East,New Property,sector 81,634.035,flat,,,634.0,0,0,0,0,0,1,97,317.0
godrej summit,1.3,9027.0,3.0,2.0,3+,"study room,pooja room,store room",16.0,,Relatively New,sector 104,1440.124,flat,1440.0,,,1,0,1,1,0,0,0,480.0
prime habitat,0.27,5432.0,2.0,2.0,1,not avilable,4.0,North-East,New Property,sector 99a,497.054,flat,,,497.0,0,0,0,0,0,2,7,249.0
bestech park view ananda,0.9,6618.0,2.0,2.0,3,others,8.0,,New Property,sector 81,1359.927,flat,1360.0,,,0,0,0,0,1,2,60,680.0
millenia,0.4,6666.0,2.0,2.0,2,not avilable,4.0,East,New Property,sector 37c,600.06,flat,,,600.0,0,0,0,0,0,2,29,300.0
sidhartha ncr one phase,0.9,4500.0,3.0,3.0,1,not avilable,15.0,,Relatively New,sector 95,2000.0,flat,,,,0,0,0,0,0,2,60,667.0
signature andour heights,0.39,9846.0,1.0,1.0,2,not avilable,1.0,,New Property,sector 71,396.1,flat,325.0,,,0,0,0,0,0,2,0,396.0
sanskriti apartments,2.5,13513.0,3.0,2.0,3,study room,5.0,East,Old Property,sector 43,1850.07,flat,1850.0,,,1,0,0,0,0,2,0,617.0
sare crescent parc,0.8,4210.0,4.0,3.0,2,others,10.0,East,Relatively New,sector 92,1900.238,flat,1900.0,,,0,0,0,0,1,2,37,475.0
m3m skywalk,1.5,10714.0,2.0,2.0,1,not avilable,8.0,,New Property,sector 74,1400.037,flat,,,1400.0,0,0,0,0,0,2,16,700.0
sare homes,0.82,5384.0,3.0,3.0,3+,not avilable,12.0,West,Relatively New,sector 92,1523.031,flat,1523.0,,,0,0,0,0,0,2,114,508.0
puri emerald bay,1.8,8823.0,2.0,3.0,3,servant room,23.0,,New Property,sector 104,2040.122,flat,1700.0,,,0,1,0,0,0,2,36,1020.0
laxmi apartment sector 99a gurgaon,0.3,4615.0,2.0,2.0,1,not avilable,4.0,,New Property,sector 99a,650.054,flat,650.0,,550.0,0,0,0,0,0,2,44,325.0
godrej aria,1.95,8519.0,3.0,4.0,3+,servant room,10.0,,New Property,sector 79,2289.001,flat,2289.0,,1121.0,0,1,0,0,0,2,32,763.0
ansal estella,1.5,8670.0,3.0,3.0,3+,not avilable,6.0,,Under Construction,sector 103,1730.104,flat,1730.0,,1725.0,0,0,0,0,0,2,58,577.0
chanderlok society,0.9,7234.0,4.0,2.0,3+,not avilable,1.0,,Old Property,sector 28,1244.125,flat,,,1244.0,0,0,0,0,0,2,0,311.0
jammu and kashmir bank employees cghs,0.95,6129.0,3.0,3.0,2,others,5.0,West,Moderately Old,sector 9a,1550.008,flat,1550.0,,,0,0,0,0,1,2,30,517.0
ild greens,1.0,4723.0,3.0,3.0,3,not avilable,3.0,,Under Construction,sector 37c,2117.298,flat,1800.0,,,0,0,0,0,0,2,51,706.0
ss residency,0.53,4818.0,3.0,3.0,2,not avilable,2.0,,Relatively New,sector 12,1100.042,flat,1100.0,,,0,0,0,0,0,0,14,367.0
uphar lakshya homes,0.42,4200.0,3.0,2.0,1,not avilable,1.0,East,Relatively New,sector 105,1000.0,flat,,,1000.0,0,0,0,0,0,2,7,333.0
supertech araville,1.35,9000.0,2.0,2.0,3,"study room,others",6.0,East,New Property,sector 79,1500.0,flat,1530.0,,1200.0,1,0,0,0,1,0,88,750.0
corona optus,1.5,6361.0,3.0,4.0,3+,"servant room,others",14.0,North-East,New Property,sector 37c,2358.12,flat,2358.0,,,0,1,0,0,1,2,83,786.0
umang monsoon breeze,1.2,6493.0,3.0,3.0,2,pooja room,8.0,,Moderately Old,sector 78,1848.144,flat,2250.0,,1848.0,0,0,0,1,0,1,8,616.0
godrej oasis,1.5,8108.0,3.0,3.0,2,not avilable,3.0,,Relatively New,sector 88a,1850.025,flat,,,1850.0,0,0,0,0,0,2,47,617.0
"godrej aria , sector 79 , gurgaon",1.5,11111.0,2.0,2.0,3+,not avilable,7.0,North-East,New Property,"sector 79,",1350.014,flat,,,1350.0,0,0,0,0,0,0,44,675.0
raheja sampada,0.9,6569.0,3.0,2.0,3,not avilable,11.0,East,Relatively New,sector 92,1370.072,flat,1370.0,,,0,0,0,0,0,2,88,457.0
sare green parc phase 3,1.08,5150.0,4.0,4.0,2,servant room,16.0,,New Property,sector 92,2097.087,flat,2090.0,,,0,1,0,0,0,2,107,524.0
raheja navodaya,0.62,4807.0,2.0,2.0,2,not avilable,5.0,,New Property,sector 92,1289.786,flat,,,1064.0,0,0,0,0,0,2,0,645.0
pareena mi casa,1.7,8500.0,4.0,4.0,3+,not avilable,23.0,,New Property,sector 68,2000.0,flat,1999.0,,,0,0,0,0,0,2,88,500.0
palam vihar society,0.4,8602.0,1.0,1.0,1,not avilable,5.0,North,Moderately Old,sector 2,465.008,flat,465.0,,425.0,0,0,0,0,0,0,39,465.0
m3m woodshire,1.4,5929.0,3.0,4.0,0,not avilable,1.0,East,New Property,sector 107,2361.275,flat,2361.0,,,0,0,0,0,0,2,67,787.0
krishna appartment,0.35,3500.0,3.0,3.0,1,not avilable,2.0,,Old Property,sector 12,1000.0,flat,1000.0,,,0,0,0,0,0,2,0,333.0
spire woods now ananda by alpha corp,1.25,6902.0,3.0,4.0,3,"study room,servant room",11.0,,Under Construction,sector 103,1811.069,flat,,,1811.0,1,1,0,0,0,2,105,604.0
dlf regency park,1.35,11992.0,2.0,2.0,2,not avilable,1.0,,Moderately Old,sector 28,1125.751,flat,,,,0,0,0,0,0,2,0,563.0
ansal heights 86,1.05,5541.0,3.0,3.0,3,servant room,9.0,North-East,Under Construction,sector 86,1894.965,flat,1895.0,,,0,1,0,0,0,2,0,632.0
parsvnath green ville,3.3,9984.0,5.0,5.0,3+,servant room,4.0,,Old Property,sector 48,3305.288,flat,3905.0,,,0,1,0,0,0,2,71,661.0
raheja vedaanta,0.95,5214.0,3.0,3.0,3,others,3.0,,Relatively New,sector 108,1822.018,flat,1822.0,,,0,0,0,0,1,2,95,607.0
ambience lagoon,5.8,12500.0,3.0,4.0,3+,"pooja room,study room,servant room,others",9.0,North-East,Old Property,sector 24,4640.0,flat,,,,1,1,0,1,1,1,68,1547.0
dlf the crest,11.0,35222.0,4.0,6.0,3,servant room,7.0,,Relatively New,sector 54,3123.048,flat,3123.0,,,0,1,0,0,0,1,125,781.0
bptp visionnaire,5.25,20115.0,5.0,4.0,3+,servant room,3.0,North-East,New Property,sector 70a,2605.0,house,,,,0,1,0,0,0,0,49,521.0
indepedent,5.7,11772.0,5.0,4.0,2,"store room,pooja room,servant room",2.0,,Moderately Old,sector 21a faridabad,4842.0,house,,,,0,1,1,1,0,0,49,968.0
indepedent,2.1,4250.0,10.0,10.0,3+,servant room,5.0,West,New Property,sector 43,4941.0,house,,,,0,1,0,0,0,2,20,494.0
indepedent,3.0,5952.0,12.0,12.0,3+,others,5.0,West,New Property,sector 43,5040.0,house,,5022.0,,0,0,0,0,1,1,20,420.0
emaar mgf marbella,12.0,37037.0,5.0,5.0,3+,"servant room,pooja room,store room",3.0,East,New Property,sector 66,3240.0,house,,,,0,1,1,1,0,0,106,648.0
luxury dlf city floors,20.0,44454.0,16.0,16.0,3+,servant room,4.0,,New Property,sector 26,4499.0,house,,,,0,1,0,0,0,0,31,281.0
indepedent,10.85,38191.0,6.0,6.0,1,store room,3.0,North-East,Relatively New,sector 25,2841.0,house,,,,0,0,1,0,0,0,136,474.0
sushant lok 1 builder floors,1.95,10077.0,3.0,4.0,3+,servant room,4.0,West,New Property,sector 43,1937.0,house,,,,0,1,0,0,0,0,78,646.0
indepedent,4.45,33086.0,4.0,3.0,3+,store room,2.0,West,Moderately Old,sector 25,1345.0,house,,,,0,0,1,0,0,2,79,336.0
indepedent,9.0,27778.0,6.0,7.0,3+,"study room,servant room,pooja room,store room",3.0,North,Moderately Old,sector 28,3240.0,house,,,,1,1,1,1,0,2,67,540.0
dlf city plots phase 3,5.0,34153.0,13.0,13.0,3+,pooja room,4.0,North,New Property,sector 24,1464.0,house,,,,0,0,0,1,0,1,91,113.0
indepedent,15.0,33186.0,5.0,6.0,3+,"pooja room,study room,servant room,store room",3.0,North,Moderately Old,sector 26,4520.0,house,,,,1,1,1,1,0,0,78,904.0
indepedent,8.25,30533.0,5.0,6.0,3+,"study room,servant room,store room,pooja room",3.0,West,Moderately Old,sector 43,2702.0,house,,,,1,1,1,1,0,0,64,540.0
indepedent,2.0,14914.0,6.0,4.0,3,"pooja room,study room",3.0,East,Relatively New,new sector 2 phase 1,1345.0,house,,,,1,0,0,1,0,0,36,224.0
dlf city plots phase 2,10.75,29903.0,9.0,9.0,3+,"servant room,pooja room,store room",3.0,South-West,Old Property,sector 25,3595.0,house,,,,0,1,1,1,0,2,73,399.0
indepedent,2.1,23333.0,7.0,7.0,3+,"store room,pooja room,study room",3.0,North-East,Relatively New,sector 38,904.0,house,,,,1,0,1,1,0,2,27,129.0
unitech espace,7.35,33981.0,4.0,4.0,3+,"pooja room,servant room",3.0,South,Moderately Old,sector 50,2163.0,house,,,,0,1,0,1,0,0,52,541.0
indepedent,4.45,15451.0,6.0,6.0,3,"pooja room,study room,servant room,store room",3.0,North,Moderately Old,sector 49,2884.0,house,,,,1,1,1,1,0,1,152,481.0
indepedent,3.4,12938.0,9.0,9.0,3,not avilable,3.0,West,Moderately Old,sector 9,2626.0,house,,,,0,0,0,0,0,0,61,292.0
emaar mgf marbella,12.0,38047.0,5.0,6.0,3+,"store room,servant room",3.0,North-East,Relatively New,sector 66,3154.0,house,,,,0,1,1,0,0,0,153,631.0
indepedent,8.4,25926.0,4.0,4.0,3,"pooja room,servant room",2.0,,Old Property,sector 48,3240.0,house,,,,0,1,0,1,0,0,15,810.0
vipul tatvam villa,8.5,26235.0,4.0,4.0,2,"pooja room,servant room,store room",,East,Moderately Old,sector 48,3240.0,house,,,,0,1,1,1,0,2,88,810.0
indepedent,7.6,39236.0,9.0,9.0,3,"study room,pooja room,store room",4.0,East,Relatively New,sector 25,1937.0,house,,,,1,0,1,1,0,0,84,215.0
ansal sushant lok plots,7.0,25907.0,5.0,5.0,3+,"pooja room,study room,servant room",3.0,North-East,Relatively New,sector 43,2702.0,house,,,,1,1,0,1,0,0,41,540.0
grover homes sec 4,4.75,9374.0,5.0,5.0,1,"pooja room,study room,servant room",1.0,South-East,Old Property,sector 4,5069.0,house,,,,1,1,0,1,0,0,35,1014.0
indepedent,3.5,13410.0,9.0,9.0,3+,study room,3.0,North-East,Relatively New,sector 9,2605.0,house,,,,1,0,0,0,0,2,23,289.0
indepedent,5.0,21124.0,9.0,9.0,3+,"servant room,store room",3.0,North-West,Moderately Old,sector 40,2368.0,house,,,,0,1,1,0,0,0,83,263.0
indepedent,10.56,32593.0,5.0,5.0,3,servant room,3.0,,Moderately Old,sector 50,3240.0,house,,,,0,1,0,0,0,2,20,648.0
ansal api esencia,5.46,24170.0,4.0,5.0,3+,"pooja room,study room,store room",2.0,East,Relatively New,sector 67,2260.0,house,,,,1,0,1,1,0,0,103,565.0
indepedent,10.0,37010.0,5.0,6.0,3,"store room,servant room",3.0,North,Old Property,sector 25,2702.0,house,,,,0,1,1,0,0,0,64,540.0
indepedent,9.0,28535.0,10.0,10.0,3,pooja room,3.0,East,Old Property,sector 25,3154.0,house,,,,0,0,0,1,0,0,64,315.0
indepedent,10.0,12291.0,4.0,4.0,3+,servant room,1.0,North-East,Undefined,hsiidc plot sector 1,8136.0,house,,,,0,1,0,0,0,2,12,2034.0
indepedent,1.95,13542.0,2.0,2.0,2,not avilable,2.0,,Old Property,sector 7,1442.0,house,,,,0,0,0,0,0,2,0,721.0
indepedent,3.3,19097.0,4.0,4.0,2,store room,3.0,South-East,Moderately Old,sector 57,1733.0,house,,,,0,0,1,0,0,0,60,433.0
floor wise designer kothi,13.0,48113.0,12.0,16.0,3+,"pooja room,study room,servant room,store room",4.0,North-East,New Property,sector 25,2702.0,house,,,,1,1,1,1,0,0,144,225.0
indepedent,7.2,22222.0,3.0,3.0,2,store room,1.0,North,Old Property,sector 15 part 2,3229.0,house,,,,0,0,1,0,0,2,67,1076.0
suncity essel towers,6.0,22222.0,4.0,4.0,3+,study room,3.0,East,Old Property,sector 28,2702.0,house,,,,1,0,0,0,0,0,89,676.0
indepedent,9.0,33309.0,5.0,5.0,3,"pooja room,study room,servant room,store room",3.0,North,Old Property,sector 25,2702.0,house,,,,1,1,1,1,0,2,56,540.0
indepedent,5.8,32276.0,5.0,5.0,3+,"pooja room,study room,servant room,store room",2.0,North,Old Property,sector 26,1797.0,house,,,,1,1,1,1,0,2,53,359.0
indepedent,7.49,27720.0,12.0,12.0,3+,"study room,pooja room,servant room",4.0,South-East,Relatively New,sector 55,2702.0,house,,,,1,1,0,1,0,0,49,225.0
indepedent,13.5,49963.0,16.0,16.0,3+,"pooja room,study room,servant room,others",4.0,North-West,Relatively New,sector 43,2702.0,house,,,,1,1,0,1,1,2,41,169.0
indepedent,11.95,43534.0,12.0,12.0,3+,servant room,4.0,West,Relatively New,sector 56,2745.0,house,,,,0,1,0,0,0,0,21,229.0
indepedent,12.39,45855.0,16.0,18.0,3+,"pooja room,servant room",4.0,North-East,New Property,sector 56,2702.0,house,,,,0,1,0,1,0,0,49,169.0
nul,6.25,34780.0,5.0,5.0,3,"pooja room,servant room",2.0,East,Moderately Old,sector 25,1797.0,house,,,,0,1,0,1,0,0,112,359.0
emaar mgf marbella,,,5.0,5.0,3+,"pooja room,study room,servant room",3.0,East,Relatively New,sector 66,3154.0,house,,,,1,1,0,1,0,0,160,631.0
bptp visionnaire,5.4,20690.0,4.0,5.0,3+,"pooja room,store room,study room,servant room",3.0,North,Relatively New,sector 70a,2605.0,house,,,,1,1,1,1,0,0,136,651.0
indepedent,5.75,29685.0,4.0,4.0,2,"servant room,pooja room,store room",2.0,North,Old Property,sector 43,1937.0,house,,,,0,1,1,1,0,2,34,484.0
indepedent,2.55,16378.0,3.0,3.0,2,not avilable,2.0,South,Old Property,sector 2,1561.0,house,,,,0,0,0,0,0,2,8,520.0
indepedent,5.6,17284.0,8.0,6.0,3+,"pooja room,study room,servant room,store room",,South-West,Moderately Old,sector 2,3240.0,house,,,,1,1,1,1,0,2,0,405.0
indepedent,17.0,37786.0,5.0,8.0,3+,"pooja room,study room,servant room,store room",3.0,North-East,Relatively New,sector 45,4499.0,house,,,,1,1,1,1,0,1,152,900.0
experion windchants,7.99,12519.0,4.0,6.0,3,"servant room,store room,pooja room",2.0,South-East,New Property,sector 112,6380.68,house,,,,0,1,1,1,0,0,129,1595.0
uppal southend,3.75,25615.0,6.0,6.0,3,others,3.0,East,Moderately Old,sector 49,1464.0,house,,,,0,0,0,0,1,2,49,244.0
vipul tatvam villa,7.25,27949.0,3.0,4.0,2,"servant room,study room,store room,pooja room",2.0,South,Moderately Old,sector 48,2594.0,house,,,,1,1,1,1,0,0,115,865.0
vipul tatvam villa,8.4,21000.0,4.0,5.0,3+,"pooja room,study room,servant room",2.0,North,Moderately Old,sector 48,4004.0,house,,,,1,1,0,1,0,0,49,1001.0
indepedent,3.55,24432.0,4.0,4.0,3+,not avilable,2.0,,Old Property,sector 55,1453.0,house,,,,0,0,0,0,0,0,27,363.0
dlf new town heights,2.5,7058.0,4.0,4.0,3+,"pooja room,study room,servant room,store room",3.0,East,Moderately Old,sector 91,3401.0,house,,,,1,1,1,1,0,0,80,850.0
dlf new town heights,2.5,7058.0,4.0,4.0,3+,"study room,servant room,pooja room,store room",3.0,East,Moderately Old,sector 86,3401.0,house,,,,1,1,1,1,0,0,142,850.0
puri diplomatic greens,9.0,11250.0,5.0,5.0,3+,servant room,3.0,North-East,Relatively New,sector 111,7994.68,house,,,,0,1,0,0,0,2,112,1599.0
indepedent,2.1,23333.0,3.0,3.0,2,others,3.0,North,Moderately Old,sector 40,904.0,house,,,,0,0,0,0,1,0,35,301.0
international city by sobha phase 2,,13909.0,,,,not avilable,,,Undefined,sector 109,4176.0,house,,,,0,0,0,0,0,2,46,
indepedent,4.5,20000.0,5.0,5.0,1,not avilable,1.0,,Relatively New,sector 14,2496.32,house,,,2500.0,0,0,0,0,0,2,0,499.0
indepedent,6.5,33561.0,5.0,4.0,3+,"pooja room,servant room",3.0,South-East,Moderately Old,sector 43,1936.8,house,,,,0,1,0,1,0,0,54,387.0
international city by sobha phase 2,,13910.0,,,,not avilable,,,Undefined,sector 109,3832.0,house,,,,0,0,0,0,0,2,46,
international city by sobha phase 2,,13910.0,,,,not avilable,,,Undefined,sector 109,3154.0,house,,,,0,0,0,0,0,2,46,
international city by sobha phase 1,,11100.0,,,,not avilable,,,Undefined,sector 109,3498.0,house,,,,0,0,0,0,0,2,54,
international city by sobha phase 1,,11100.0,,,,not avilable,,,Undefined,sector 109,3154.0,house,,,,0,0,0,0,0,2,54,
indepedent,9.5,40118.0,12.0,12.0,3+,store room,4.0,,New Property,sector 40,2368.0,house,,,,0,0,1,0,0,0,57,197.0
indepedent,5.0,16244.0,4.0,4.0,2,not avilable,2.0,East,Old Property,sector 23,3078.0,house,,,,0,0,0,0,0,2,7,770.0
all punjabi welfare association,,16999.0,,,,not avilable,,,Undefined,sector 23,2249.0,house,,,,0,0,0,0,0,2,0,
anant raj estates,,,,,,not avilable,,,Undefined,sector 63a,2271.0,house,,,,0,0,0,0,0,2,70,
international city by sobha phase 1,5.5,21605.0,4.0,4.0,3+,servant room,2.0,North-East,New Property,sector 109,2432.0,house,,,,0,1,0,0,0,2,61,608.0
international city by sobha phase 2,5.65,10463.0,4.0,4.0,3+,"servant room,others",2.0,North-East,New Property,sector 109,5403.0,house,,,,0,1,0,0,1,0,44,1351.0
vipul tatvam villa,,18750.0,,,,not avilable,,,Undefined,sector 48,4375.0,house,,,,0,0,0,0,0,2,52,
vipul tatvam villa,,19000.0,,,,not avilable,,,Undefined,sector 48,3003.0,house,,,,0,0,0,0,0,2,52,
vipul tatvam villa,,22006.0,,,,not avilable,,,Undefined,sector 48,4375.0,house,,,,0,0,0,0,0,2,52,
eldeco mansionz,,22222.0,,,,not avilable,,,Undefined,sector 48,3627.0,house,,,,0,0,0,0,0,2,0,
eldeco mansionz,,28760.0,,,,not avilable,,,Undefined,sector 48,2228.0,house,,,,0,0,0,0,0,2,0,
eldeco mansionz,,16975.0,,,,not avilable,,,Undefined,sector 48,3240.0,house,,,,0,0,0,0,0,2,0,
emaar mgf marbella,8.8,36675.0,4.0,4.0,3+,"servant room,pooja room,store room",3.0,South-East,Relatively New,sector 66,2399.48,house,,,,0,1,1,1,0,2,107,600.0
emaar emerald hills,,,,,,not avilable,,,Undefined,sector 65,1970.0,house,,,,0,0,0,0,0,2,56,
central park flower valley,,,,,,not avilable,,,Undefined,sector 33,3702.0,house,,,,0,0,0,0,0,2,66,
indepedent,3.25,14444.0,3.0,3.0,2,not avilable,2.0,South-East,Old Property,sector 4,2249.0,house,,,,0,0,0,0,0,2,27,750.0
indepedent,5.0,10101.0,3.0,3.0,2,not avilable,1.0,North-East,Old Property,sector 4,4951.0,house,,,,0,0,0,0,0,2,22,1650.0
indepedent,10.45,38693.0,4.0,5.0,2,"servant room,study room,pooja room",3.0,North,Moderately Old,sector 50,2700.76,house,,,,1,1,0,1,0,0,142,675.0
vipul tatvam villa,19.5,22222.0,5.0,6.0,3,"pooja room,study room,servant room,store room",2.0,North,Moderately Old,sector 48,8772.0,house,,,,1,1,1,1,0,0,110,1754.0
indepedent,7.5,23148.0,5.0,5.0,3+,"pooja room,servant room",2.0,East,Relatively New,sector 82,3240.0,house,,,,0,1,0,1,0,0,135,648.0
indepedent,0.67,8557.0,3.0,2.0,1,"pooja room,others",1.0,South,Moderately Old,sector 4,786.0,house,,,,0,0,0,1,1,2,19,262.0
international city by sobha phase 1,5.75,16428.0,4.0,4.0,2,servant room,3.0,South-East,Relatively New,sector 109,269.0,house,,,3500.0,0,1,0,0,0,2,146,67.0
international city by sobha phase 1,5.7,10556.0,4.0,5.0,3+,"study room,pooja room,servant room,store room",3.0,East,Relatively New,sector 109,5403.0,house,,,,1,1,1,1,0,2,160,1351.0
indepedent,3.2,13519.0,3.0,3.0,2,not avilable,1.0,East,Old Property,sector 9,2368.0,house,,,,0,0,0,0,0,0,36,789.0
indepedent,11.5,42063.0,12.0,13.0,3+,"study room,pooja room,servant room",4.0,West,Relatively New,sector 56,2734.0,house,,,,1,1,0,1,0,0,49,228.0
vipul tatvam villa,7.69,24069.0,4.0,5.0,3,"pooja room,study room,servant room,store room",2.0,North-West,Moderately Old,sector 48,3197.0,house,,,,1,1,1,1,0,0,110,799.0
indepedent,7.0,21605.0,4.0,4.0,3+,"pooja room,study room,servant room",1.0,North-East,Relatively New,sector 82,3240.0,house,,,,1,1,0,1,0,0,49,810.0
indepedent,1.55,13889.0,2.0,2.0,2,not avilable,1.0,East,Moderately Old,sector 7,1076.0,house,,,,0,0,0,0,0,0,52,538.0
indepedent,3.85,14650.0,4.0,4.0,3,not avilable,3.0,North-West,Old Property,sector 7,2626.0,house,,,,0,0,0,0,0,2,27,656.0
indepedent,2.0,13889.0,2.0,2.0,2,not avilable,2.0,North-West,Old Property,sector 7,1442.0,house,,,,0,0,0,0,0,2,22,721.0
indepedent,3.1,13778.0,3.0,3.0,2,not avilable,2.0,North-West,Old Property,sector 7,2249.0,house,,,,0,0,0,0,0,2,22,750.0
indepedent,2.25,15625.0,3.0,3.0,2,not avilable,2.0,North-West,Old Property,sector 7,1442.0,house,,,,0,0,0,0,0,0,27,481.0
indepedent,7.0,23333.0,4.0,4.0,2,servant room,3.0,North-East,Old Property,sector 50,2399.48,house,,,3000.0,0,1,0,0,0,2,118,600.0
vipul tatvam villa,8.5,21250.0,4.0,5.0,3+,"pooja room,study room,servant room,others",2.0,North,Moderately Old,sector 48,4004.0,house,,,,1,1,0,1,1,0,49,1001.0
emaar mgf marbella,8.7,38687.0,4.0,5.0,2,"study room,servant room",3.0,East,New Property,sector 66,2248.84,house,,,,1,1,0,0,0,2,144,562.0
international city by sobha phase 2,12.5,27784.0,5.0,6.0,3,"pooja room,study room,servant room,store room",3.0,East,Relatively New,sector 109,4499.0,house,,,,1,1,1,1,0,2,63,900.0
international city by sobha phase 2,6.8,12593.0,4.0,5.0,3,servant room,2.0,North-West,Relatively New,sector 109,5403.0,house,,,,0,1,0,0,0,2,49,1351.0
international city by sobha phase 2,9.5,26426.0,7.0,6.0,3,"pooja room,study room,servant room",3.0,West,Relatively New,sector 109,3595.0,house,,,,1,1,0,1,0,2,138,514.0
international city by sobha phase 2,7.0,12963.0,5.0,6.0,2,servant room,2.0,West,Relatively New,sector 109,5403.0,house,,,,0,1,0,0,0,2,154,1081.0
international city by sobha phase 2,6.2,25493.0,5.0,5.0,2,servant room,2.0,South-West,Relatively New,sector 109,2432.0,house,,,,0,1,0,0,0,2,135,486.0
huda sector-56 gurgaon,3.6,24776.0,5.0,5.0,3+,others,3.0,North-East,Moderately Old,sector 56,1453.0,house,,,,0,0,0,0,1,2,47,291.0
sector-17c,3.05,17650.0,5.0,5.0,2,store room,2.0,North,Old Property,sector 17,1733.0,house,,,,0,0,1,0,0,0,29,347.0
