society,price,price_persqft,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,sector,area,type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,ratio
international city by sobha phase 1,5.9,24280.0,4.0,5.0,2,servant room,2.0,East,Relatively New,sector 109,2432.0,house,,,,0,1,0,0,0,0,111,608.0
international city by sobha phase 1,5.85,26387.0,4.0,5.0,3+,servant room,2.0,East,Relatively New,sector 109,2217.0,house,,,,0,1,0,0,0,0,85,554.0
bptp visionnaire,4.0,6666.0,4.0,4.0,3+,servant room,2.0,North-East,Relatively New,sector 70a,5995.0,house,,,,0,1,0,0,0,2,154,1499.0
bptp visionnaire,5.35,8916.0,4.0,4.0,3+,"pooja room,store room,study room,servant room",3.0,North,Relatively New,sector 70a,5993.32,house,,,,1,1,1,1,0,0,160,1498.0
indepedent,6.6,36728.0,6.0,7.0,3+,"study room,servant room",2.0,East,Moderately Old,sector 25,1797.0,house,,,,1,1,0,0,0,0,119,300.0
international city by sobha phase 1,6.3,9000.0,4.0,5.0,3+,not avilable,2.0,West,Relatively New,sector 109,6994.0,house,,,4500.0,0,0,0,0,0,0,122,1748.0
international city by sobha phase 1,12.0,20000.0,5.0,6.0,3,"study room,servant room",2.0,North-East,Relatively New,sector 109,7994.68,house,,,6000.0,1,1,0,0,0,0,154,1599.0
indepedent,0.65,9028.0,3.0,2.0,1,"pooja room,others",1.0,East,Relatively New,sector 105,721.0,house,,,,0,0,0,1,1,2,14,240.0
indepedent,0.55,4074.0,3.0,3.0,2,others,2.0,South,Relatively New,sector 4,1345.0,house,,,,0,0,0,0,1,2,7,448.0
ansal sushant lok plots,5.8,29943.0,6.0,6.0,3,"servant room,others",2.0,South-West,Relatively New,sector 43,1937.0,house,,,,0,1,0,0,1,0,49,323.0
international city by sobha phase 1,6.0,24671.0,4.0,5.0,3+,servant room,2.0,North,Relatively New,sector 109,2432.0,house,,,,0,1,0,0,0,0,96,608.0
private house,7.05,46782.0,18.0,18.0,3+,others,4.0,North-East,Relatively New,sector 55,1507.0,house,,,,0,0,0,0,1,1,57,84.0
indepedent,4.5,25042.0,16.0,16.0,3+,not avilable,4.0,South,Relatively New,sector 11,1797.0,house,,,,0,0,0,0,0,0,20,112.0
indepedent,3.69,23699.0,4.0,4.0,2,"study room,servant room,pooja room",2.0,East,Moderately Old,sector 31,1561.0,house,,,,1,1,0,1,0,0,75,390.0
indepedent,2.5,2900.0,7.0,7.0,3,others,4.0,West,Relatively New,sector 43,8622.0,house,,,,0,0,0,0,1,1,20,1232.0
indepedent,5.5,28394.0,1.0,1.0,0,others,1.0,South-West,Old Property,sector 43,1937.0,house,,,,0,0,0,0,1,2,12,1937.0
unitech deerwood chase,15.0,33341.0,4.0,4.0,2,servant room,2.0,West,Moderately Old,sector 50,4499.0,house,,,,0,1,0,0,0,2,160,1125.0
unitech aspen greens,6.95,4490.0,3.0,3.0,1,servant room,2.0,North-East,Moderately Old,sector 50,2162.76,house,,,1720.0,0,1,0,0,0,2,160,721.0
ansals palam vihar,5.7,14729.0,5.0,5.0,2,pooja room,2.0,North-East,Old Property,sector 2,3873.6,house,,,4450.0,0,0,0,1,0,1,94,775.0
international city by sobha phase 2,11.3,25124.0,7.0,5.0,3+,"pooja room,study room,servant room,others",4.0,East,Relatively New,sector 109,4497.68,house,,,460.0,1,1,0,1,1,2,49,643.0
international city by sobha phase 2,11.25,25006.0,7.0,5.0,3+,"pooja room,study room,servant room",4.0,North-East,Relatively New,sector 109,4499.0,house,,,,1,1,0,1,0,2,42,643.0
bptp visionnaire,4.02,7309.0,4.0,4.0,3+,"pooja room,store room,study room,servant room",3.0,North-East,Relatively New,sector 70a,5498.36,house,,,,1,1,1,1,0,2,138,1375.0
international city by sobha phase 1,5.7,10556.0,4.0,4.0,3+,"study room,servant room",4.0,East,Relatively New,sector 109,5403.0,house,,,,1,1,0,0,0,2,98,1351.0
indepedent,1.0,7943.0,9.0,7.0,3+,"pooja room,store room",3.0,North,Moderately Old,sector 12,1258.92,house,,,,0,0,1,1,0,2,7,140.0
indepedent,0.66,12000.0,3.0,1.0,1,others,3.0,East,Relatively New,sector 7,549.0,house,,,,0,0,0,0,1,2,22,183.0
huda ashok vihar phase,0.7,10233.0,3.0,2.0,1,study room,2.0,North-East,New Property,sector 4,689.0,house,,,,1,0,0,0,0,2,7,230.0
indepedent,1.45,2995.0,3.0,3.0,1,not avilable,,,Old Property,sector 24,4842.0,house,,,,0,0,0,0,0,2,9,1614.0
ashok vihar phase 3 gurgaon,0.95,8878.0,4.0,3.0,2,not avilable,1.0,East,Old Property,sector 3 extension,1066.0,house,,,,0,0,0,0,0,2,8,266.0
indepedent,4.5,14286.0,9.0,9.0,3+,"pooja room,study room,others",3.0,,Relatively New,sector 9a,3154.0,house,,,,1,0,0,1,1,0,38,350.0
indepedent,0.9,8928.0,3.0,1.0,0,not avilable,1.0,,Undefined,sector 3,1011.44,house,,,,0,0,0,0,0,2,0,337.0
indepedent,0.45,8007.0,3.0,2.0,1,not avilable,1.0,North-East,Old Property,sector 11,560.0,house,,,,0,0,0,0,0,2,15,187.0
indepedent,1.0,11111.0,4.0,3.0,3+,others,4.0,North-East,Relatively New,"gopal nagar, garhi ghasita, sonipat",904.0,house,,,,0,0,0,0,1,2,0,226.0
farrukhnagar,0.6,5698.0,5.0,4.0,3+,study room,2.0,North,Relatively New,"jat colony, fazilpur/taj nagar road",1055.0,house,,,,1,0,0,0,0,0,16,211.0
indepedent,7.0,28283.0,7.0,7.0,3+,"pooja room,study room,servant room,store room",3.0,South-West,Moderately Old,sector 41,2475.0,house,,,,1,1,1,1,0,1,151,354.0
indepedent,3.93,24214.0,19.0,17.0,3,"study room,servant room,store room,pooja room",4.0,North-West,Relatively New,sector 17a,1624.76,house,,,,1,1,1,1,0,2,74,86.0
indepedent,4.0,26543.0,4.0,4.0,3+,not avilable,2.0,,Relatively New,sector 56,1507.0,house,,,,0,0,0,0,0,0,24,377.0
indepedent,0.9,10000.0,6.0,4.0,3,"servant room,others",3.0,North-East,Old Property,sector 7,904.0,house,,,,0,1,0,0,1,0,44,151.0
indepedent,2.75,7666.0,7.0,7.0,3+,others,3.0,North-East,Moderately Old,sector 24,3002.04,house,,,,0,0,0,0,1,0,0,429.0
prem kunj,0.5,7407.0,5.0,4.0,3,pooja room,3.0,South-West,Relatively New,sohna road,677.88,house,,,675.0,0,0,0,1,0,2,22,136.0
indepedent,0.5,8333.0,3.0,3.0,2,pooja room,2.0,East,Moderately Old,sector 6,603.0,house,,,,0,0,0,1,0,2,0,201.0
indepedent,0.42,4666.0,2.0,2.0,1,not avilable,1.0,,Relatively New,mohan nagar,904.0,house,,,,0,0,0,0,0,2,0,452.0
indepedent,0.6,13333.0,3.0,3.0,0,not avilable,3.0,,Undefined,sector 105,451.92,house,,,,0,0,0,0,0,2,0,151.0
indepedent,0.5,11111.0,5.0,3.0,3,not avilable,3.0,,Moderately Old,sector 3 extension,452.0,house,,,,0,0,0,0,0,2,0,90.0
indepedent,0.35,7778.0,2.0,2.0,1,not avilable,2.0,East,Undefined,sector 105,494.96,house,,,500.0,0,0,0,0,0,2,0,247.0
dlf city plots,4.0,4540.0,4.0,3.0,2,not avilable,2.0,,Relatively New,sector 26,8811.0,house,,,,0,0,0,0,0,0,0,2203.0
indepedent,2.4,11252.0,8.0,4.0,2,not avilable,2.0,,Old Property,new basti,2133.0,house,,,,0,0,0,0,0,2,21,267.0
not applicable,2.2,12222.0,4.0,3.0,2,"pooja room,study room",1.0,South,Old Property,sector 11,1797.0,house,,,,1,0,0,1,0,2,24,449.0
indepedent,1.1,6172.0,8.0,8.0,0,not avilable,1.0,,New Property,sector 1,1787.0,house,,,,0,0,0,0,0,2,0,223.0
indepedent,8.0,22222.0,4.0,5.0,3+,"study room,servant room,pooja room",1.0,North-East,Old Property,sector 7,3595.0,house,,,,1,1,0,1,0,2,31,899.0
indepedent,0.82,9111.0,4.0,3.0,3,not avilable,2.0,North,Moderately Old,sector 8,904.0,house,,,,0,0,0,0,0,2,12,226.0
indepedent,0.9,9294.0,3.0,3.0,0,not avilable,2.0,,Undefined,sector 3,968.4,house,,,,0,0,0,0,0,2,0,323.0
indepedent,0.7,4117.0,4.0,4.0,1,not avilable,2.0,,Moderately Old,sector 12,1701.0,house,,,,0,0,0,0,0,2,0,425.0
indepedent,0.95,7308.0,5.0,3.0,0,not avilable,1.0,,Undefined,sector 11,1301.96,house,,,,0,0,0,0,0,2,0,260.0
indepedent,1.3,8701.0,4.0,4.0,2,not avilable,1.0,East,Old Property,mohan nagar,1496.0,house,,,,0,0,0,0,0,2,0,374.0
indepedent,0.36,8000.0,1.0,1.0,0,not avilable,1.0,,Undefined,sector 9,451.92,house,,,,0,0,0,0,0,2,0,452.0
housing board colony,3.5,26022.0,6.0,6.0,3,not avilable,3.0,,Relatively New,sector 28,1345.0,house,,,,0,0,0,0,0,2,0,224.0
indepedent,0.8,6666.0,8.0,8.0,2,not avilable,1.0,,Relatively New,sector 1,1195.0,house,,,,0,0,0,0,0,2,0,149.0
indepedent,0.15,2296.0,2.0,1.0,0,not avilable,1.0,,Old Property,sector 9,678.0,house,,,,0,0,0,0,0,2,0,339.0
rajendra park sec 105,0.8,8888.0,9.0,5.0,3+,not avilable,3.0,,Old Property,near nand hospital,903.84,house,,,975.0,0,0,0,0,0,2,0,100.0
indepedent,6.0,33389.0,8.0,5.0,3+,not avilable,3.0,,Old Property,sector 26,1797.0,house,,,,0,0,0,0,0,0,9,225.0
shivpuri,2.8,12444.0,10.0,7.0,3,"pooja room,study room,servant room,others",1.0,,Old Property,sector 7,2249.0,house,,,,1,1,0,1,1,0,0,225.0
ansal heights,2.75,9793.0,4.0,4.0,3+,"pooja room,study room",3.0,,Relatively New,sector 92,2808.36,house,,,,1,0,0,1,0,2,0,702.0
ninex city,1.75,6250.0,4.0,4.0,0,not avilable,14.0,,Undefined,sector 76,2797.6,house,,,2800.0,0,0,0,0,0,2,0,699.0
spaze privy,3.1,8486.0,5.0,5.0,3+,not avilable,21.0,,Relatively New,sector 72,3649.0,house,,,,0,0,0,0,0,2,0,730.0
indepedent,1.16,11717.0,5.0,4.0,2,not avilable,1.0,North-East,Undefined,sector 7,989.92,house,,,110.0,0,0,0,0,0,2,0,198.0
signature global park,0.85,7589.0,3.0,2.0,2,not avilable,1.0,,Undefined,sohna road,1119.04,house,,,,0,0,0,0,0,2,15,373.0
indepedent,0.9,13333.0,4.0,4.0,0,not avilable,2.0,,Undefined,sector 12,677.88,house,,,,0,0,0,0,0,2,0,169.0
my home,0.34,12592.0,2.0,2.0,2,not avilable,3.0,West,Moderately Old,new sector 2,269.0,house,,,,0,0,0,0,0,2,22,134.0
indepedent,5.0,15384.0,6.0,6.0,2,not avilable,1.0,South,Undefined,sector 2,3249.52,house,,,3250.0,0,0,0,0,0,2,0,542.0
surat nagar phase 2,0.36,7843.0,2.0,2.0,1,pooja room,1.0,North-East,Moderately Old,sector 104 phase 2,463.0,house,,,,0,0,0,1,0,2,0,232.0
indepedent,5.0,22222.0,3.0,3.0,3,not avilable,1.0,South,Moderately Old,sector 14,2249.0,house,,,,0,0,0,0,0,2,25,750.0
unitech uniworld resorts,9.5,23333.0,5.0,7.0,3+,"pooja room,study room,servant room,store room",2.0,East,Undefined,sector 33,4499.0,house,,,,1,1,1,1,0,2,57,900.0
indepedent,7.25,26625.0,8.0,8.0,3+,not avilable,0.0,North-East,Moderately Old,sector 56,2723.0,house,,,,0,0,0,0,0,0,24,340.0
indepedent,1.5,10288.0,3.0,3.0,0,not avilable,,,Old Property,sector 3,1452.6,house,,,,0,0,0,0,0,2,0,484.0
dlf gardencity enclave,1.3,11284.0,3.0,2.0,1,not avilable,3.0,,Relatively New,sector 93,1152.0,house,,,,0,0,0,0,0,2,50,384.0
indepedent,3.75,11029.0,5.0,5.0,3+,not avilable,3.0,,Undefined,sector 5,3400.16,house,,,1836.0,0,0,0,0,0,2,0,680.0
rajendra park gurgaon,0.37,10277.0,4.0,3.0,2,not avilable,3.0,East,Relatively New,sector 105,355.0,house,,,,0,0,0,0,0,2,0,89.0
indepedent,2.25,6944.0,10.0,10.0,2,not avilable,1.0,East,Undefined,sector 13,3238.76,house,,,360.0,0,0,0,0,0,2,0,324.0
indepedent,1.15,8518.0,5.0,3.0,2,pooja room,2.0,North-East,Old Property,sector 7,1345.0,house,,,,0,0,0,1,0,2,15,269.0
indepedent,0.95,10555.0,3.0,2.0,2,store room,3.0,South-East,Old Property,new sector 2 phase 1,904.0,house,,,,0,0,1,0,0,2,16,301.0
indepedent,0.49,11250.0,6.0,3.0,2,not avilable,3.0,East,Moderately Old,sector 8,355.0,house,,,,0,0,0,0,0,2,8,59.0
house number b-34,0.8,8888.0,2.0,2.0,1,not avilable,1.0,,Old Property,sector 5,903.84,house,,,,0,0,0,0,0,2,0,452.0
indepedent,1.6,11852.0,5.0,5.0,2,not avilable,3.0,,Relatively New,sector 21,1345.0,house,,,,0,0,0,0,0,2,0,269.0
indepedent,0.85,8947.0,6.0,6.0,2,"pooja room,study room,servant room,others",2.0,North,Relatively New,block h sector 3 ii extension,947.0,house,,,,1,1,0,1,1,2,43,158.0
indepedent,7.0,39172.0,5.0,5.0,2,servant room,3.0,North-East,Relatively New,sector 26,1787.0,house,,,,0,1,0,0,0,2,9,357.0
indepedent,0.5,6083.0,3.0,2.0,1,not avilable,1.0,,Undefined,sector 9,817.76,house,,,750.0,0,0,0,0,0,2,0,273.0
indepedent,0.45,8411.0,3.0,2.0,1,not avilable,1.0,,Undefined,sector 21,538.0,house,,,535.0,0,0,0,0,0,2,0,179.0
indepedent,0.62,3557.0,6.0,6.0,0,not avilable,3.0,,Undefined,sector 13,1743.12,house,,,,0,0,0,0,0,2,0,291.0
indepedent,1.0,4694.0,6.0,4.0,0,not avilable,3.0,,Undefined,sector 6,2130.48,house,,,,0,0,0,0,0,2,0,355.0
indepedent,4.12,8889.0,2.0,1.0,3+,not avilable,,,Moderately Old,sector 4,4639.0,house,,,,0,0,0,0,0,2,0,2320.0
indepedent,0.95,7280.0,7.0,6.0,3+,not avilable,3.0,,Old Property,sector 104,1302.0,house,,,,0,0,0,0,0,2,0,186.0
indepedent,0.45,9294.0,5.0,3.0,0,not avilable,1.0,,Undefined,sector 28,484.2,house,,,,0,0,0,0,0,2,0,97.0
indepedent,0.45,10089.0,5.0,3.0,2,not avilable,3.0,,Old Property,khandsa,441.0,house,,,,0,0,0,0,0,2,0,88.0
ats tourmaline,1.87,8697.0,3.0,4.0,0,not avilable,12.0,,Undefined,sector 109,2152.0,house,,,,0,0,0,0,0,2,0,717.0
indepedent,0.85,8500.0,1.0,1.0,0,not avilable,1.0,,Undefined,sector 3 extension,1000.68,house,,,,0,0,0,0,0,2,0,1001.0
indepedent,0.42,9333.0,5.0,3.0,2,not avilable,2.0,,Undefined,sector 9,451.92,house,,,,0,0,0,0,0,2,0,90.0
bhawani enclave,0.42,8235.0,3.0,3.0,0,pooja room,2.0,East,New Property,sector 12,559.52,house,,,510.0,0,0,0,1,0,2,0,187.0
indepedent,1.2,13333.0,7.0,4.0,1,others,2.0,South-West,Moderately Old,sector 105,904.0,house,,,,0,0,0,0,1,2,14,129.0
indepedent,6.5,21667.0,5.0,6.0,0,not avilable,1.0,,Undefined,sector 50,3002.04,house,,,,0,0,0,0,0,2,0,600.0
indepedent,3.75,20425.0,4.0,4.0,3+,not avilable,3.0,,Old Property,"urban estate, sector 5",1840.0,house,,,,0,0,0,0,0,0,28,460.0
indepedent,2.5,5472.0,3.0,2.0,1,not avilable,,,Old Property,new sector 2 phase 2,4004.0,house,,,,0,0,0,0,0,2,8,1335.0
indepedent,0.75,6454.0,2.0,2.0,0,not avilable,1.0,,Undefined,sector 3 extension,1162.08,house,,,,0,0,0,0,0,2,0,581.0
indepedent,,,6.0,4.0,2,not avilable,2.0,East,Moderately Old,sector 11,2702.0,house,,,,0,0,0,0,0,2,15,450.0
indepedent,1.35,3857.0,5.0,3.0,3,not avilable,3.0,East,Undefined,sector 105,3497.0,house,,,2500.0,0,0,0,0,0,2,0,699.0
indepedent,4.7,21759.0,3.0,3.0,2,"servant room,others",2.0,North,Old Property,sector 57,2163.0,house,,,,0,1,0,0,1,2,43,721.0
"om nagar, sector-11",0.6,8333.0,4.0,2.0,1,others,0.0,East,Old Property,near khandsa road,721.0,house,,,,0,0,0,0,1,2,7,180.0
indepedent,0.22,7407.0,2.0,2.0,2,not avilable,1.0,,Undefined,sector 9,301.28,house,,,33.0,0,0,0,0,0,2,0,151.0
indepedent,1.65,8519.0,9.0,9.0,0,not avilable,1.0,,New Property,sector 5,1936.8,house,,,,0,0,0,0,0,2,0,215.0
indepedent,0.5,10482.0,5.0,3.0,0,not avilable,1.0,,Undefined,sector 4,473.44,house,,,,0,0,0,0,0,2,0,95.0
indepedent,2.3,2827.0,6.0,6.0,0,others,0.0,,Old Property,farukhnagar,8136.0,house,,,,0,0,0,0,1,2,41,1356.0
indepedent,1.25,8735.0,10.0,6.0,3+,not avilable,3.0,,Old Property,sector 9,1431.0,house,,,,0,0,0,0,0,2,0,143.0
project mianwali colony,1.7,9444.0,1.0,1.0,2,not avilable,1.0,,Undefined,sector 12,1796.92,house,,,1800.0,0,0,0,0,0,2,0,1797.0
indepedent,,,2.0,1.0,0,not avilable,1.0,,Undefined,sector 8,796.24,house,,,,0,0,0,0,0,2,0,398.0
indepedent,,,3.0,2.0,1,not avilable,2.0,,Undefined,sector 12,1000.68,house,,,1000.0,0,0,0,0,0,2,0,334.0
indepedent,2.8,18667.0,4.0,4.0,0,not avilable,2.0,,Undefined,sector 55,1495.64,house,,,,0,0,0,0,0,2,0,374.0
indepedent,3.12,18889.0,4.0,2.0,1,not avilable,1.0,,Old Property,sector 5,1647.0,house,,,,0,0,0,0,0,2,0,412.0
indepedent,0.07,2525.0,1.0,1.0,0,not avilable,1.0,,Relatively New,sohna road,301.0,house,,,,0,0,0,0,0,2,0,301.0
indepedent,3.5,24306.0,3.0,3.0,2,not avilable,1.0,East,Relatively New,sector 38,1441.84,house,,,160.0,0,0,0,0,0,2,0,481.0
project housing board colony,2.58,17695.0,4.0,2.0,2,not avilable,2.0,,Undefined,sector 28,1301.96,house,,,1300.0,0,0,0,0,0,2,0,325.0
dlf the arbour,8.5,21519.0,4.0,4.0,3+,not avilable,27.0,,Undefined,sector 63,3948.92,house,,,,0,0,0,0,0,2,61,987.0
dlf garden city floors,4.0,17817.0,7.0,7.0,3+,not avilable,4.0,,New Property,lucknow,2249.0,house,,,,0,0,0,0,0,2,45,321.0
indepedent,0.6,6173.0,8.0,3.0,2,not avilable,3.0,,Old Property,sector 21,969.0,house,,,,0,0,0,0,0,2,0,121.0
indepedent,1.1,5991.0,4.0,3.0,1,not avilable,2.0,North-East,Old Property,sector 9,1836.0,house,,,,0,0,0,0,0,2,0,459.0
indepedent,2.5,13888.0,9.0,5.0,2,pooja room,1.0,South-East,Old Property,sector 12,1797.0,house,,,,0,0,0,1,0,2,8,200.0
indepedent,3.5,20323.0,3.0,2.0,2,not avilable,1.0,East,Moderately Old,sector 38,1722.0,house,,,,0,0,0,0,0,2,0,574.0
huda plots,2.95,20359.0,2.0,2.0,2,not avilable,1.0,North,Moderately Old,sector 56,1452.6,house,,,,0,0,0,0,0,2,31,726.0
indepedent,0.7,5833.0,3.0,2.0,2,not avilable,1.0,,Undefined,sector 105,1194.36,house,,,,0,0,0,0,0,2,0,398.0
indepedent,1.16,11693.0,5.0,4.0,2,others,3.0,North-East,Moderately Old,sector 7,989.92,house,,,992.0,0,0,0,0,1,2,39,198.0
indepedent,16.0,26696.0,6.0,5.0,2,not avilable,3.0,East,Relatively New,sector 25,5993.32,house,,,,0,0,0,0,0,2,0,999.0
malibu towne,8.5,53018.0,12.0,12.0,3+,not avilable,4.0,North,New Property,sector 47,1603.24,house,,,,0,0,0,0,0,0,99,134.0
suncity essel towers,8.95,17900.0,5.0,6.0,3+,not avilable,4.0,,Moderately Old,sector 28,5005.0,house,,,,0,0,0,0,0,2,0,1001.0
emaar mgf the palm drive,,,,,,not avilable,,,Undefined,sector 66,3799.0,house,,,,0,0,0,0,0,2,50,
indepedent,14.0,39897.0,9.0,9.0,3+,servant room,4.0,North,Moderately Old,sector 43,3509.0,house,,,,0,1,0,0,0,2,7,390.0
indepedent,1.35,4497.0,4.0,5.0,0,not avilable,3.0,,Undefined,sector 7,3002.04,house,,,,0,0,0,0,0,2,0,751.0
indepedent,13.2,27141.0,6.0,6.0,0,not avilable,2.0,,Undefined,sector 50,4863.52,house,,,,0,0,0,0,0,2,0,811.0
anamika enclave,6.0,14492.0,9.0,9.0,3+,not avilable,3.0,North-West,Old Property,sector 12,4142.6,house,,,,0,0,0,0,0,2,9,460.0
indepedent,,,5.0,8.0,3+,not avilable,2.0,North,Undefined,sector 4,1796.92,house,,,,0,0,0,0,0,2,0,359.0
indepedent,,,3.0,4.0,2,not avilable,2.0,,Undefined,sector 4,2399.48,house,,,2000.0,0,0,0,0,0,2,0,800.0
international city by sobha phase 2,,14045.0,,,,not avilable,,,Undefined,sector 109,3907.0,house,,,,0,0,0,0,0,2,46,
international city by sobha phase 1,,10804.0,,,,not avilable,,,Undefined,sector 109,3498.0,house,,,,0,0,0,0,0,2,54,
international city by sobha phase 1,,10783.0,,,,not avilable,,,Undefined,sector 109,3154.0,house,,,,0,0,0,0,0,2,54,
not applicable,0.51,14167.0,4.0,4.0,3,not avilable,4.0,,New Property,sector 4,355.0,house,,,,0,0,0,0,0,2,0,89.0
indepedent,1.1,11111.0,6.0,4.0,1,not avilable,2.0,North,Undefined,sector 4,989.92,house,,,,0,0,0,0,0,2,0,165.0
indepedent,,,2.0,2.0,1,not avilable,1.0,,Moderately Old,sector 11,1001.0,house,,,,0,0,0,0,0,2,0,500.0
indepedent,2.5,13157.0,5.0,5.0,3+,not avilable,2.0,,Relatively New,sector 37d,1905.0,house,,,,0,0,0,0,0,2,0,381.0
indepedent,0.53,5888.0,2.0,2.0,0,not avilable,1.0,,Undefined,sector 7,903.84,house,,,,0,0,0,0,0,2,0,452.0
indepedent,2.0,11111.0,2.0,2.0,1,not avilable,2.0,,Relatively New,sector 7,1797.0,house,,,,0,0,0,0,0,2,0,898.0
indepedent,0.63,7875.0,4.0,2.0,1,others,2.0,South-East,Old Property,new basti,796.24,house,,,,0,0,0,0,1,2,7,199.0
indepedent,0.45,4808.0,1.0,1.0,0,not avilable,1.0,,Undefined,sector 13,936.12,house,,,,0,0,0,0,0,2,0,936.0
indepedent,0.37,8222.0,2.0,2.0,1,others,1.0,,Moderately Old,sector 105,452.0,house,,,,0,0,0,0,1,2,0,226.0
indepedent,1.72,11111.0,6.0,3.0,1,others,2.0,,Old Property,acharya puri,1549.44,house,,,171.0,0,0,0,0,1,2,0,258.0
indepedent,1.35,3857.0,10.0,6.0,3+,not avilable,3.0,,Old Property,sector 11,3498.0,house,,,,0,0,0,0,0,2,0,350.0
indepedent,0.5,5737.0,2.0,2.0,0,not avilable,1.0,,Undefined,sector 105,871.56,house,,,,0,0,0,0,0,2,0,436.0
indepedent,0.62,11273.0,3.0,1.0,0,not avilable,2.0,,Undefined,sector 8,548.76,house,,,,0,0,0,0,0,2,0,183.0
indepedent,8.0,8000.0,3.0,9.0,2,not avilable,3.0,,New Property,sector 25,9996.04,house,,,10000.0,0,0,0,0,0,2,0,3332.0
indepedent,1.8,7627.0,4.0,5.0,0,not avilable,13.0,,Undefined,sector 92,2356.44,house,,,,0,0,0,0,0,2,0,589.0
indepedent,1.7,5666.0,4.0,4.0,3+,not avilable,1.0,North-East,Undefined,sector 108,3002.04,house,,,2600.0,0,0,0,0,0,2,0,751.0
indepedent,0.55,5000.0,2.0,1.0,0,not avilable,1.0,,Undefined,sector 3 extension,1097.52,house,,,,0,0,0,0,0,2,0,549.0
indepedent,1.5,5000.0,6.0,1.0,0,not avilable,1.0,,New Property,sector 3 extension,3002.04,house,,,,0,0,0,0,0,2,0,500.0
indepedent,1.55,6567.0,3.0,2.0,0,not avilable,1.0,,Undefined,sector 109,2356.44,house,,,,0,0,0,0,0,2,0,785.0
indepedent,0.32,22068.0,2.0,2.0,0,not avilable,3.0,,Undefined,sector 17,139.88,house,,,,0,0,0,0,0,2,0,70.0
indepedent,,13333.0,,,,not avilable,,,Undefined,sector 8,355.0,house,,,,0,0,0,0,0,2,0,
indepedent,,7500.0,,,,not avilable,,,Undefined,sector 21,4004.0,house,,,,0,0,0,0,0,2,0,
indepedent,2.1,8386.0,4.0,3.0,0,not avilable,2.0,,Undefined,pratap nagar,2507.08,house,,,,0,0,0,0,0,2,0,627.0
indepedent,,7619.0,,,,not avilable,,,Undefined,sector 7,635.0,house,,,,0,0,0,0,0,2,0,
indepedent,,8000.0,,,,not avilable,,,Undefined,new sector 2,904.0,house,,,,0,0,0,0,0,2,0,
indepedent,,,,,,not avilable,,,Undefined,sector 1,2196.0,house,,,,0,0,0,0,0,2,0,
indepedent,,5333.0,,,,not avilable,,,Undefined,anand garden gurgaon,2249.0,house,,,,0,0,0,0,0,2,0,
indepedent,,15097.0,,,,not avilable,,,Undefined,sector 10a,3315.0,house,,,,0,0,0,0,0,2,0,
indepedent,,10134.0,,,,not avilable,,,Undefined,sector 13,893.0,house,,,,0,0,0,0,0,2,0,
indepedent,,27461.0,,,,not avilable,,,Undefined,sector 31,2368.0,house,,,,0,0,0,0,0,2,0,
indepedent,,9375.0,,,,not avilable,,,Undefined,dhunela,1205.0,house,,,,0,0,0,0,0,2,0,
indepedent,,4400.0,,,,not avilable,,,Undefined,sector 3,2497.0,house,,,,0,0,0,0,0,2,0,
indepedent,,13333.0,,,,not avilable,,,Undefined,heera nagar,904.0,house,,,,0,0,0,0,0,2,0,
laxman vihar phase 2,,13636.0,,,,not avilable,,,Undefined,sector 4,441.0,house,,,,0,0,0,0,0,2,0,
indepedent,,25000.0,,,,not avilable,,,Undefined,sector 5,1001.0,house,,,,0,0,0,0,0,2,0,
indepedent,,6944.0,,,,not avilable,,,Undefined,sohna road,1797.0,house,,,,0,0,0,0,0,2,0,
indepedent,,,,,,not avilable,,,Undefined,sector 52,2163.0,house,,,,0,0,0,0,0,2,0,
indepedent,0.65,11111.0,4.0,2.0,2,not avilable,,,Moderately Old,sector 4,581.0,house,,,,0,0,0,0,0,2,0,145.0
indepedent,1.6,3175.0,4.0,6.0,1,not avilable,3.0,,Relatively New,sector 8,5040.0,house,,,,0,0,0,0,0,2,0,1260.0
indepedent,0.78,9725.0,4.0,4.0,0,not avilable,3.0,North-East,Undefined,vir nagar,807.0,house,,,802.0,0,0,0,0,0,2,0,202.0
indepedent,0.95,21111.0,2.0,1.0,1,not avilable,3.0,,New Property,sector 7,452.0,house,,,,0,0,0,0,0,2,15,226.0
vatika sovereign next,3.85,7500.0,5.0,6.0,3+,not avilable,6.0,,Undefined,sector 82a,5143.28,house,,,,0,0,0,0,0,2,53,1029.0
indepedent,0.66,10784.0,3.0,2.0,1,not avilable,2.0,,Old Property,sector 6,613.0,house,,,,0,0,0,0,0,2,36,204.0
indepedent,0.45,12162.0,4.0,4.0,2,not avilable,4.0,North,Moderately Old,sector 104,365.84,house,,,1500.0,0,0,0,0,0,0,7,91.0
indepedent,0.85,8910.0,1.0,2.0,0,not avilable,1.0,,Relatively New,13 sagar enclave sura,958.0,house,,,,0,0,0,0,0,2,0,958.0
